cn.org.awcp	awcp-unit	1.0-RELEASE		N/A
org.noear	solon.test	2.9.0-M9		ad08636b02047a0d5c0d7538fd313ff3c62cef45
org.noear	solon.test	2.9.0-RC		9bb49110816d31c38f3c7656777d90bbb606c72a
org.noear	solon.test	2.9.0-RC2		9b554deebfbd799d35fe01aa60eab799d3b19f6c
org.noear	solon.test	2.9.1		69cfb0d241295fc39f1cdb204ae1c02d984e010c
org.norm4j	norm4j-core	1.0.0		ca485dea5dc438d652614b86dfff35f1c939e42b
org.norm4j	norm4j-core	1.1.0		19207989515b2f82f2789cf0935510d76cc65811
org.norm4j	norm4j-core	1.1.1		21694307fa9c3bf60b5c0ed53abe75475ab42598
org.norm4j	norm4j-core	1.1.10		3fdb91b146ae3a0f202b0d3c7649100a64e262c9
org.norm4j	norm4j-core	1.1.11		e7e9a79ff99e48bda5c62c36c0130940163f0c0a
org.norm4j	norm4j-core	1.1.2		280e3c2e561b688a15f32ddb0a82ec2bf51fcd56
org.norm4j	norm4j-core	1.1.3		2f1532a9eb1de0797df9a0b0e01f335091ef40e2
org.norm4j	norm4j-core	1.1.4		8bf42df22092d244fd773272224cca4d55235c14
org.norm4j	norm4j-core	1.1.5		e6897a17bdf296542103e24cc42c9a364c48ea9e
org.norm4j	norm4j-core	1.1.6		81c2364b2760d83dad486ae4754cbc734882c520
org.norm4j	norm4j-core	1.1.7		1be63f4f829f9d86be6ebe01e8228308fa2f1107
org.norm4j	norm4j-core	1.1.8		fa58b32585fb24a971afb219c75150fec9bcfa8d
org.norm4j	norm4j-core	1.1.9		5f0b0985c5a0548dd17dd046bf25c901bd7e71a5
org.objectweb.petals	petals-ws	0.1		b510df8006a09a114fd3ea597e4671cfe55a4f76
org.objectweb.petals	petals-ws	0.2		a90c7de212ce5a1649161ff1058c92151d2a1f5a
org.opendaylight.dlux	odl-dlux-core	0.5.0-Carbon		N/A
org.opendaylight.dlux	odl-dlux-core	0.5.1-Carbon		N/A
org.opendaylight.dlux	odl-dlux-core	0.5.2-Carbon		N/A
org.opendaylight.dlux	odl-dlux-core	0.5.3-Carbon		N/A
org.opendaylight.dlux	odl-dlux-core	0.5.4-Carbon		N/A
org.opendaylight.dlux	odl-dlux-core	0.6.0		N/A
org.opendaylight.dlux	odl-dlux-core	0.6.1		N/A
org.opendaylight.dlux	odl-dlux-core	0.6.2		N/A
org.opendaylight.dlux	odl-dlux-core	0.6.3		N/A
org.opendaylight.dlux	odl-dlux-core	0.7.0		N/A
org.opendaylight.dlux	odl-dlux-core	0.7.1		N/A
org.opendaylight.dlux	odl-dlux-core	0.7.2		N/A
org.opendaylight.dlux	odl-dlux-core	0.7.3		N/A
org.opendaylight.dlux	odl-dlux-core	0.7.4		N/A
org.opendaylight.dlux	odl-dlux-core	0.8.2		N/A
org.opendaylight.dlux	odl-dlux-core	0.8.3		N/A
org.opendaylight.dlux	odl-dlux-core	0.9.1		N/A
org.opendaylight.dlux	odl-dlux-core	0.9.2		N/A
org.ow2.util.metadata	metadata-war-impl	2.0.0		f9ef2cfcf06be73202536a2ba8b5e1a65d69f20f
org.ow2.util.metadata	metadata-war-impl	3.0.0-M1		ded8de040172d9871bb6cf00622605f263ddf367
org.ow2.util.metadata	metadata-war-impl	3.0.0-M2		7d3e9aa1c250c28014ba49edcc60892b863b6706
org.scalameta	langmeta-semanticdb_sjs0.6_2.12	2.0.0-M2		0b7e105738bee2ecfb8faa5f72f2e4ddb79126c4
org.scalameta	mtags_3.3.0-RC1-bin-20230118-9337bd6-NIGHTLY	0.11.10		4776b3d8c737b4e3710fd8876bb076d9066ce119
org.scalanlp	breeze-config_2.12	0.9.2		8f72bc263a49c1fff74e7cc9853b74a4239675e0
org.solovyev	common	1.0.0		N/A
org.solovyev	common	1.0.1		N/A
org.solovyev	common	1.0.2		N/A
org.solovyev	common	1.0.3		N/A
org.solovyev	common	1.0.4		N/A
org.solovyev	common	1.0.5		N/A
org.solovyev	common	1.0.6		N/A
org.solovyev	common	1.0.7		N/A
org.sonatype.sisu.siesta	siesta-xstream	1.2		7fb8a17c61856f77616b34a1ef0552a16cc8db87
org.sonatype.sisu.siesta	siesta-xstream	1.3		d1279d584d3ee877538f986e1cb3997655232a0b
org.sonatype.sisu.siesta	siesta-xstream	1.3.1		64830905dca0b0747fe0c5ba49d80b03e5774c65
org.sonatype.sisu.siesta	siesta-xstream	1.4.1		f1b11abd08d50520afe26d261a41895f0d13da6e
org.sonatype.sisu.siesta	siesta-xstream	1.5		985aff4aad91db04439351954a0ddd76253847f2
org.sonatype.sisu.siesta	siesta-xstream	1.5.1		cff4e9c5b16220221a0bc6613a5b7e597a1f670e
org.sonatype.sisu.siesta	siesta-xstream	1.5.2		5a9296649fc26127b7521ec146197f868032a798
org.sonatype.sisu.siesta	siesta-xstream	1.6		1a84dda7f7d4ba64214bc34051e898e77652d752
org.sonatype.sisu.siesta	siesta-xstream	1.7		31168ee7ad407d92c4ca9f2bdcfb59f318d3d5c0
org.sonatype.sisu.siesta	siesta-xstream	1.8		21db1ade94b6f5f21c7e65d01fa1694f16dc4825
org.tpolecat	natchez-opencensus_2.13	0.0.10		6fab42574687d1584a0c1c0177c7bcc3485d7034
org.tpolecat	natchez-opencensus_2.13	0.0.11		9fa11b1029b6f8b1e6ef1b01d51958e0d924680d
org.tpolecat	natchez-opencensus_2.13	0.0.12		2d5857deca5e1579c2a9830937226f023235a946
org.tpolecat	natchez-opencensus_2.13	0.0.13		436d6ce3aa5c382b36376840ce16eeed7722e023
org.tpolecat	natchez-opencensus_2.13	0.0.14		4ed798cbbbcaa2cb6d0ecd26163312406a244652
org.tpolecat	natchez-opencensus_2.13	0.0.14-M2		ecbedb153c471fbfb514e2cc2af620fae4052bfc
org.tpolecat	natchez-opencensus_2.13	0.0.14-M3		513569ca7c17323b9a276baab83126df3b285484
org.tpolecat	natchez-opencensus_2.13	0.0.15		fd508aa97815467f3a4798c30edc9de15f85785a
org.tpolecat	natchez-opencensus_2.13	0.0.16		2f17f87e08735896a097cb44b872c9b7cc594b64
org.tpolecat	natchez-opencensus_2.13	0.0.17		d3c7e3bdcc5894b3fbd0af48be6c4cbee9765abd
org.tpolecat	natchez-opencensus_2.13	0.0.18		adc6d9cdb32677eae089983f5800c48e1dc810f4
org.tpolecat	natchez-opencensus_2.13	0.0.19		276fcfec8f0f669732b97ceca3b1c372cef311de
org.tpolecat	natchez-opencensus_2.13	0.0.20		0fa7b594616288266730d6a51ae7aa25847e32d5
org.tpolecat	natchez-opencensus_2.13	0.0.21		6d4876a2aa1326f0e16e0c32c2c4ad954eac360f
org.tpolecat	natchez-opencensus_2.13	0.0.22		d75ec3425d583834b717f24b174251ca7867c966
org.tpolecat	natchez-opencensus_2.13	0.0.23		75ffbeecc0ccaa3dc2cbe8923ad9494c562bdf6f
org.tpolecat	natchez-opencensus_2.13	0.0.24		eff2b41405e04b76d27e0bafe6d2585533f7b11a
org.tpolecat	natchez-opencensus_2.13	0.0.25		145fa2955c37ce94fedc28ee1a1043200f10b462
org.tpolecat	natchez-opencensus_2.13	0.0.26		12cdd5d49927a7c7e543c27a1e359ed43d521007
org.tpolecat	natchez-opencensus_2.13	0.1.0		ba780cae7e764414f9fb96faa74069e063b384b1
org.tpolecat	natchez-opencensus_2.13	0.1.0-M1		438dc4f347741b40838273b25f3fbce4343a73ab
org.tpolecat	natchez-opencensus_2.13	0.1.0-M2		a92e32b94252c2053c755f6c7e9d6ba96d16eafd
org.tpolecat	natchez-opencensus_2.13	0.1.0-M3		fbb38c590b013d35eecf153c6f90fada4934f00c
org.tpolecat	natchez-opencensus_2.13	0.1.0-M4		ecee73d03a94c2d62f1cdd4e361c6bc2512e8b11
org.tpolecat	natchez-opencensus_2.13	0.1.1		30b243c1ac13bd59b87f5a2e2e8da7b47214ceac
org.tpolecat	natchez-opencensus_2.13	0.1.2		b22e9c11796a5443ad7882066be41a148f18e8fb
org.tpolecat	natchez-opencensus_2.13	0.1.3		56bf72d51be8164527fe768d8ecc8e97ceea3914
org.tpolecat	natchez-opencensus_2.13	0.1.4		c6a29a401992aba1a76ebaa4a39e3f27930a53d8
org.tpolecat	natchez-opencensus_2.13	0.1.5		8d32dcd6795658bc2cc4a20c703e3968e66d13b5
org.tpolecat	natchez-opencensus_2.13	0.1.6		b9c7a312938a6204cd188401f29225e52879931a
org.tpolecat	natchez-opencensus_2.13	0.2.0		ad195026f0ac170bfd2dcba162a79e1086a1c826
org.tpolecat	natchez-opencensus_2.13	0.2.1		bdfd0fb6cbc65ae95d0fda22d50d1e0de8a8b2ea
org.tpolecat	natchez-opencensus_2.13	0.2.2		cf28f753ae99d027d4eb841b79afb45d26d4eccc
org.tpolecat	natchez-opencensus_2.13	0.3.0		05abc43c323ff157c753d1034f66db203616e738
org.tpolecat	natchez-opencensus_2.13	0.3.0-M1		cf0ede257660b5eb6c5b3b00bed163809215708c
org.tpolecat	natchez-opencensus_2.13	0.3.0-M2		cc480283e30589e6629d66b2e9cc3f98f019ebc4
org.tpolecat	natchez-opencensus_2.13	0.3.0-M3		666f8fe40bee6e8fb12cd4200bec9a0b55749a84
org.tpolecat	natchez-opencensus_2.13	0.3.1		00b3e1d7ba3795071467da3327ffbcf8f5d029f0
org.tpolecat	natchez-opencensus_2.13	0.3.2		b621e07a0b6ff73c5790175bad8e8a2b0a23fab9
org.tpolecat	natchez-opencensus_2.13	0.3.3		b474e8cda9a4d74e47b022b5f287751ef3e9c833
org.tpolecat	natchez-opencensus_2.13	0.3.4		f76618ef788cb765850b898228ec28a61e1b2a08
org.tpolecat	natchez-opencensus_2.13	0.3.5		ed4c9222f927f5c19c8becad553bead15484359a
org.tpolecat	natchez-opencensus_2.13	0.3.6		12b465b2964e41697ec914d2b591690d737601e6
org.tpolecat	natchez-opencensus_2.13	0.3.7		2f171cc4c0ee4a7cdd455d433d5517c64943d338
org.webjars.npm	opentok-layout-js	2.1.0		438e0b67b2ec3c2ec8160525b472f5e31b4aecd3
org.webjars.npm	opentok-layout-js	3.1.0		eea7abb566dad4629f220d27bbb8081fbfe88445
