ch.exense	script-dev	3.6.1		N/A
org.apache.atlas	atlas-client-v1	2.0.0		fd63ee4fd253f4ce32380fe234f732e197fc7063
org.apache.atlas	atlas-client-v1	2.1.0		ad56d9206f8b860576204b33a2ccd2ff2a0c5487
org.apache.atlas	atlas-client-v1	2.2.0		5ed850cf47d74d69938cb50c8ea14c4823f6d157
org.apache.atlas	atlas-client-v1	2.3.0		07193b386778c545246bf5e257a39997952fff36
org.apache.atlas	atlas-client-v1	2.4.0		e3c2598db0f4e5487a2f5436bde8318dfe1ffe46
org.apache.doris	spark-doris-connector-spark-3.2	24.0.0		12b1ea2d96739ec9c610e3e39247404747e1bf47
org.apache.doris	spark-doris-connector-spark-3.2	25.0.0		292a4fe90048f6adbf7279b8e66fcb8e61d43c79
org.apache.doris	spark-doris-connector-spark-3.2	25.0.1		355c32bbf37bf2f04ea95d6b948086ceb75b3340
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.0.4.RELEASE_1		aed6d7d481f0e2f8b05115d890ca3d8fa1100d8e
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.0.5.RELEASE_1		0f595d7e2faca403169c71b565de1a1de1e2f3fd
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.0.6.RELEASE_1		d16921aeaa1e2ba477081f9bffe41d2dbd3e9af3
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.0.7.RELEASE_1		53217c4ebe52df92be5e2f16b3f63698997e3f7e
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.0.8.RELEASE_1		08bd86f3865d5adc5718807d873db85654710186
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.1.10.RELEASE_1		29799cf34b8aaf47237ae0c567f533e71c78e91b
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.1.2.RELEASE_1		c53bee0f82a9fc70083f49702af51bb88c38f91c
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.1.2.RELEASE_2		1b71852605361c5190fa95f64d39c60b8ceb8b68
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.1.3.RELEASE_1		b587ed3a39959f3ca3e02676ebedb8aa090d01db
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.1.4.RELEASE_1		6edc48153d94bef066c9588ddd0b543ccad8a849
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.1.5.RELEASE_1		baae6371767ef07b12eeccafaa7edd19aa0f2cd3
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.1.6.RELEASE_1		f85d7c166c84341e84e5b7caf6a9eeeacce6d097
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.2.1.RELEASE_1		8e1e6493668c0017a08f7c1b98ba60992910c0af
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.3.0.RELEASE_1		b7d6e8fc97683dc8d12cf45d03dc416b4a4f4d1c
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.3.1.RELEASE_1		67cf098f59710739e00aeb0f35673856a29f3de1
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.3.2.RELEASE_1		589c82a438ebc6103ea8ac5abfb9df9289a70bca
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.3.3.RELEASE_1		64e32bba1de68445885cd0f25d4c324a372c00dc
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.3.3.RELEASE_2		7a482d6cee0346c21f288cfb1185b321f42f65da
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.4.1_1		1291df8e3b5dab97090ca80fe92d6fb09836dbe4
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.4.2_1		f15458054cba83a1c5828ae76d557fbce25557e0
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.4.5_1		7f711161b7a0c8ce1dc5cb98df16c92b4feb4c40
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.4.6_1		3feb406a1ab645220dd2f9768d52d1c23505edcc
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.5.0_1		fac817354de217d9ea2ebd5849831d6d128e3e7f
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.5.0_2		e01342eee9e75ae880996d453e9c12367d5d06d7
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.5.1_1		ec449de0a5c821938e66d4ba681e5a7560e5c133
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.5.2_1		c0443fce9c57cffb434f8ab80301cda0bacc76ef
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.5.3_1		76019d6131f755d462a3a06fa15dd613d1ed779b
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.6.0_1		335fbd7a3cd2db2f5054b353e5002a14a260d13a
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.6.1_1		b10741d5ce9a31e712c04e90481e39aa8500ee32
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.6.2_1		b4fcc7df5e35b79396cc1b15448760507a56122e
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.6.3_1		c1a6692fd6850e04049929cbd3dd66387ab4d07f
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.7.12_1		11b5abeee9b3a8ca0db25320ba131687eafb34cc
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.7.12_2		40ff5054c1c582d12a7c79d42ef630342b3c82a2
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.7.12_3		79706b8568403f510221fe214e4fb4fb21029d0c
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.7.12_4		c6cfe45df03dfca1c6ef6e3e484879cf4ad33f6f
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.7.1_1		2d4ef33653f6c87b23113ca2a2caa2ccb5931b5b
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.7.2_1		6002b6a6ecc439cf8cb5b7b99ba2dcf433f77e94
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.7.3_1		7920296a2f8f6230664502bb3d341420efb0a3c2
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.7.5_1		3ffbec673d28b44c4486ac770152f00d1fdf9d12
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.8.0_1		a8242175217e8343685a2018de52e5852d094fda
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.8.14_1		937e1bb1e9f3ff03b10394b152107eb1e9dc745c
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.8.15_1		46cdefecf4b53c930759586e9f45553d1a719335
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.8.15_2		29b62d029eb23f99c35532b348b7318e551b1b6a
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.8.1_1		054fe2e50928d4773a39ac3f1f8031d24d47aeb6
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.8.4_1		66b0c655ef671f225888dbbdd7f75d9d808c675d
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.8.6_1		3a85157c46d1d6afbaf5777bd87b47a0742e1783
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.8.7_1		bed37562a798153c67270eba7d06d690b96c21b4
org.apache.servicemix.bundles	org.apache.servicemix.bundles.spring-security-cas	5.8.7_2		94faa60cb6519b0f5a88cafbb81345f73b38c70c
org.asciidoctor	asciidoctorj	1.5.0		192df5660f72a0fb76966dcc64193b94fba65f99
org.asciidoctor	asciidoctorj	1.5.1		f31c95e557ee185c935fd3764e83b01c81a3b41f
org.asciidoctor	asciidoctorj	1.5.2		39d33f739ec1c46f6e908a725264eb74b23c9f99
org.asciidoctor	asciidoctorj	1.5.3		b50a09cab9d7fd368427a333c7ebd8603d44a2ac
org.asciidoctor	asciidoctorj	1.5.3.1		8fea39619fdb3f3607936a3f050acc01d992cb8a
org.asciidoctor	asciidoctorj	1.5.3.2		1ac9c45a20d567089425d9e63f8928287c8b0860
org.asciidoctor	asciidoctorj	1.5.4		fff9a4fe8f098a2b3a64d87988e685883a5bb5d0
org.asciidoctor	asciidoctorj	1.5.4.1		9ba94f9eae66ea3d98feb5d67f4f47b814e99b20
org.asciidoctor	asciidoctorj	1.5.5		015d22a1d8e3880c0632f81da474d48b873d5579
org.asciidoctor	asciidoctorj	1.5.6		bb757d4b8b0f8438ce2ed781f6688cc6c01d9237
org.asciidoctor	asciidoctorj	1.5.7		8e8c1d8fc6144405700dd8df3b177f2801ac5987
org.asciidoctor	asciidoctorj	1.5.8		0ec9c67c6a8df453aa34b20797b3be67d29a94ba
org.asciidoctor	asciidoctorj	1.5.8.1		2998fb617a536f01658740c6e6f54928626e7c3b
org.asciidoctor	asciidoctorj	1.6.0		c44813dcbe30a832169640e0e8715c11b927ca39
org.asciidoctor	asciidoctorj	1.6.0-RC.1		3398f8d6ed5376c8801e964993ac18e1bcc91079
org.asciidoctor	asciidoctorj	1.6.0-RC.2		58a312abba8fe47d3a4e7e1b10f40cda6fcad740
org.asciidoctor	asciidoctorj	1.6.0-alpha.1		f9be213b73f12978ceec6d5299c020cce0159346
org.asciidoctor	asciidoctorj	1.6.0-alpha.3		0a3ef1e05595d36cb5dfbe8a6e7cec057b8ca85e
org.asciidoctor	asciidoctorj	1.6.0-alpha.4		dae9bb98f2df1f98ebd8a41b8025a5bcfe806aa7
org.asciidoctor	asciidoctorj	1.6.0-alpha.5		529fee7ccd6b4deba86ce67ef8c170ee08c23775
org.asciidoctor	asciidoctorj	1.6.0-alpha.6		f857096ec1ff9337c6f4253921f05e8c43063574
org.asciidoctor	asciidoctorj	1.6.0-alpha.7		e54df42720502e319eead9b559efdfd5ac1df288
org.asciidoctor	asciidoctorj	1.6.1		d63e45f6ab4f9063ab7f6686ff17dc684c0e3dd1
org.asciidoctor	asciidoctorj	1.6.2		899c972f69febedc39dca5108d83b9294ceeeff8
org.asciidoctor	asciidoctorj	1.7.0-RC.1		69aa037e789f1ba8c1eee91384e17719797648ca
org.asciidoctor	asciidoctorj	2.0.0		ef714e30ebf082b762790d33a906b37ccb4ca0b3
org.asciidoctor	asciidoctorj	2.0.0-RC.1		3593c9b2b5ee1f2c52fda5eeb0b360f6c8aeef26
org.asciidoctor	asciidoctorj	2.0.0-RC.2		cf45e19e923f2e1c519b37109fb4c4db8b30ce21
org.asciidoctor	asciidoctorj	2.0.0-RC.3		4224b77b259d53f96eccf2a54b0e787d28f11a8b
org.asciidoctor	asciidoctorj	2.1.0		73cf938b6cb72d5b1d1d0335045985e97cbba670
org.asciidoctor	asciidoctorj	2.2.0		01ac831d40e76904cbe80c2234841f35650ff260
org.asciidoctor	asciidoctorj	2.3.0		3ef637097221dca2cddbf65189b1f89890f75e4f
org.asciidoctor	asciidoctorj	2.3.1		N/A
org.asciidoctor	asciidoctorj	2.4.0		c205c5f89362f968f7c38ccb7db133a79e677e7d
org.asciidoctor	asciidoctorj	2.4.1		37e4d975e2479bd03a348e3d9c77a89fa510f0bb
org.asciidoctor	asciidoctorj	2.4.2		cce329d46cd4fbefcacb6041a83c2abfbf749097
org.asciidoctor	asciidoctorj	2.4.3		58c98a3ec44d15288a13dae8b8ca4218f14b039b
org.asciidoctor	asciidoctorj	2.5.0		fa95311fc995076001f3ad992e6676c5ad97f445
org.asciidoctor	asciidoctorj	2.5.1		71e1310bdea2fbb1d78175ae33d80d21ba4db8f9
org.asciidoctor	asciidoctorj	2.5.10		4498251352f8643be0d226cd6347c3de2df56ed7
org.asciidoctor	asciidoctorj	2.5.11		74b522d97f43daf25851c60235e334a8a3c31c73
org.asciidoctor	asciidoctorj	2.5.12		3d8ab4c6f2d462cf44055c5a1ee6f4bf8b8839ef
org.asciidoctor	asciidoctorj	2.5.13		03f9fba7ef863a251600e467d499f4e461fa63e6
org.asciidoctor	asciidoctorj	2.5.2		099284f207b1dfdccd0a605035082d02c11a5530
org.asciidoctor	asciidoctorj	2.5.3		7b9c451b5c37c9038881efa6dbae9a068f05b6ef
org.asciidoctor	asciidoctorj	2.5.4		c075878e58ab68a4c39977ee040619974c48a22a
org.asciidoctor	asciidoctorj	2.5.5		22cb03e7d27a05950a46f779f00a02baca75c31a
org.asciidoctor	asciidoctorj	2.5.6		a8f6c9f7f43b6b63d9bef418adf3a8d3027e66f6
org.asciidoctor	asciidoctorj	2.5.7		8667fe77c2ffb5270a17389e6fe76ea89b1087e4
org.asciidoctor	asciidoctorj	2.5.8		f0d72f64c4feb712f2600b3b53276d014ab0bbf4
org.asciidoctor	asciidoctorj	2.5.9		7cbed4dcb3d42c65c0be7a852d03ee01f1d40c11
org.asciidoctor	asciidoctorj	3.0.0		735481172f859092a9cd848543adf73c9bf7846e
org.asciidoctor	asciidoctorj	3.0.0-alpha.1		baf5851e34b84614c01d939b21586baca35c7b4a
org.asciidoctor	asciidoctorj	3.0.0-alpha.2		f28433767e1fb8d93a34485c6a8ce5f71ad050ef
org.asciidoctor	asciidoctorj	3.0.0-beta.1		0a8188ae834cf3739cc7e82c007b103f14d2ef3b
org.asciidoctor	asciidoctorj	v1.6.0-RC.2		adf2c621d49e71d7b0412da06737639648ec7bda
org.atemsource	atem-impl	0.1.0		d174e9a157ecc6a3ffde3b6db639735158cb4e20
org.atemsource	atem-impl	0.1.1		fce676609062a6be714d82c7300da37f87aaa5a0
org.atemsource	atem-impl	0.1.2		689a94ee80be65c95c67d06a9d43f36c4348fdcf
org.atemsource	atem-impl	0.1.3		965a04b080243814974d7108b3b7bf378f03a80b
org.atemsource	atem-impl	0.1.4		72ae8cdd86c3c2006e33d07ceac9c590639c96ce
org.atemsource	atem-impl	0.1.5		ddccf8e0174963df110fcbe90a7838045bb8662d
org.atemsource	atem-impl	0.1.6		463e6afd390527949ed45eac5d368f481c7f6fb8
org.atemsource	atem-impl	0.1.7		a142937989a9bf3b47c020c69c74f830f8360957
org.atemsource	atem-impl	0.2.5		8e32f9d3c972da46ec45c207830b011cd94d363b
org.atemsource	atem-impl	0.2.6		3e3f6453be1b3d4ea533403a69b63f34986d5944
org.codehaus.plexus.webdav	plexus-webdav-parent	1.0-alpha-1		N/A
org.codehaus.plexus.webdav	plexus-webdav-parent	1.0-alpha-2		N/A
org.codehaus.plexus.webdav	plexus-webdav-parent	1.0-alpha-3		N/A
org.codehaus.plexus.webdav	plexus-webdav-parent	1.0-alpha-4		N/A
org.codehaus.plexus.webdav	plexus-webdav-parent	1.0-beta-1		N/A
org.codehaus.plexus.webdav	plexus-webdav-parent	1.0-beta-2		N/A
org.commonjava.propulsor.metrics	propulsor-metrics-core	1.3		d5c0b80e96c11f2e7d2819a95dc012b7eb700843
org.commonjava.propulsor.metrics	propulsor-metrics-core	1.4		0a62c3c18a80bc344eebb0c01e4d7a6df2615854
org.commonjava.propulsor.metrics	propulsor-metrics-core	1.5		e58a7528ee6c38bd383606d2a1f43b7b1a6794fd
org.dishevelled	dsh-brainstorm	1.0		d2ae142eb61e4d74d3a70965c37d97863fe2219c
org.eclipse.ecf	org.eclipse.ecf.ssl	1.2.400		6b4c6e3aba4bdb2cac9dbb4e670efb20bc40c852
org.eclipse.ecf	org.eclipse.ecf.ssl	1.2.401		143c73c44683029e410a09dcb12bb35248952fac
org.eclipse.ecf	org.eclipse.ecf.ssl	1.3.0		d70874d681c5f858cdcbbaba27815c3a84f0d922
org.eclipse.ecf	org.eclipse.ecf.ssl	1.3.100		374846c21c117247a897c321efeddebb71c71fe5
org.eclipse.persistence	org.eclipse.persistence.jpars	2.4.2		6e7511d1ecec63dec9a2cd84c2f30833c10693b5
org.eclipse.persistence	org.eclipse.persistence.jpars	2.5.0		1944ad6eddc3f2467d82358a5732ecf927c8d1c0
org.eclipse.persistence	org.eclipse.persistence.jpars	2.5.0-RC1		de4edb8e1eef937ad8ac5f59bd1147a6251a62cf
org.eclipse.persistence	org.eclipse.persistence.jpars	2.5.0-RC2		1944ad6eddc3f2467d82358a5732ecf927c8d1c0
org.eclipse.persistence	org.eclipse.persistence.jpars	2.5.1		18b50613e815cab0519ad144fa039121fb80b80a
org.eclipse.persistence	org.eclipse.persistence.jpars	2.5.1-RC1		f85eda56df240dceaa3230bca937c369fa1a1ecf
org.eclipse.persistence	org.eclipse.persistence.jpars	2.5.1-RC2		1b294c5bb25e5e247bbb9c72106f0981afceb555
org.eclipse.persistence	org.eclipse.persistence.jpars	2.5.1-RC3		18b50613e815cab0519ad144fa039121fb80b80a
org.eclipse.persistence	org.eclipse.persistence.jpars	2.5.2		07bb90f9d42f0a60f298068b28ec1b11f6d9ea4f
org.eclipse.persistence	org.eclipse.persistence.jpars	2.5.2-M1		5a0960a82a52e156167b1899c1962bc08c956c90
org.eclipse.persistence	org.eclipse.persistence.jpars	2.5.2-RC1		07bb90f9d42f0a60f298068b28ec1b11f6d9ea4f
org.eclipse.persistence	org.eclipse.persistence.jpars	2.5.3-RC1		62be2fb96113795b8acb6e0b5f2f4200986123cd
org.eclipse.persistence	org.eclipse.persistence.jpars	2.6.0		be3c24bf15282db20edaa1303dcdae9778674863
org.eclipse.persistence	org.eclipse.persistence.jpars	2.6.0-M3		1243a88b46b702f26c8cf0738b2f4fb9b92f6472
org.eclipse.persistence	org.eclipse.persistence.jpars	2.6.0-RC1		9d886c5ea84ce268012d9c6b2f013d6bef975a60
org.eclipse.persistence	org.eclipse.persistence.jpars	2.6.0-RC2		be3c24bf15282db20edaa1303dcdae9778674863
org.eclipse.persistence	org.eclipse.persistence.jpars	2.6.1		2aea68e8a3d2e05cf86e4873074b67e594a16ab1
org.eclipse.persistence	org.eclipse.persistence.jpars	2.6.1-RC1		d5946955f69617de4d70ffc8eb70238dbe5d61dc
org.eclipse.persistence	org.eclipse.persistence.jpars	2.6.1-RC2		2aea68e8a3d2e05cf86e4873074b67e594a16ab1
org.eclipse.persistence	org.eclipse.persistence.jpars	2.6.2		e5fe0bbb53b855ec1d038adfd679783619478b98
org.eclipse.persistence	org.eclipse.persistence.jpars	2.6.2-RC1		e5fe0bbb53b855ec1d038adfd679783619478b98
org.eclipse.persistence	org.eclipse.persistence.jpars	2.6.3		eab1ece6b4459737794b193039aa408bf3bc3b17
org.eclipse.persistence	org.eclipse.persistence.jpars	2.6.3-M1		787ccdb28b4e8039c5777edc3268561511a190aa
org.eclipse.persistence	org.eclipse.persistence.jpars	2.6.3-RC1		eab1ece6b4459737794b193039aa408bf3bc3b17
org.eclipse.persistence	org.eclipse.persistence.jpars	2.6.4		b26fa74e14a6003d50393fda0f5955bde06785b1
org.eclipse.persistence	org.eclipse.persistence.jpars	2.6.4-RC1		b26fa74e14a6003d50393fda0f5955bde06785b1
org.eclipse.persistence	org.eclipse.persistence.jpars	2.6.5		99077aa885c18f0f618c90f144dbc56ab3e79bf7
org.eclipse.persistence	org.eclipse.persistence.jpars	2.6.5-RC1		57ee2d54ca5664d9b94047b2ff35fcb677a9468f
org.eclipse.persistence	org.eclipse.persistence.jpars	2.6.5-RC2		99077aa885c18f0f618c90f144dbc56ab3e79bf7
org.eclipse.persistence	org.eclipse.persistence.jpars	2.6.6		0e4a346f658410ba7e916c0aa59305d3e9a54e3d
org.eclipse.persistence	org.eclipse.persistence.jpars	2.6.6-RC1		ca770f403a802618aad94e9bc178aed8f21a0dda
org.eclipse.persistence	org.eclipse.persistence.jpars	2.6.6-RC2		0e4a346f658410ba7e916c0aa59305d3e9a54e3d
org.eclipse.persistence	org.eclipse.persistence.jpars	2.6.7		8c1c69f1a56067eb1a4e2eeecee105d41857fc16
org.eclipse.persistence	org.eclipse.persistence.jpars	2.6.7-RC1		8c1c69f1a56067eb1a4e2eeecee105d41857fc16
org.eclipse.persistence	org.eclipse.persistence.jpars	2.6.8		f862d54c017ef1693104a43b293b1222f983f3db
org.eclipse.persistence	org.eclipse.persistence.jpars	2.6.8-RC1		f862d54c017ef1693104a43b293b1222f983f3db
org.eclipse.persistence	org.eclipse.persistence.jpars	2.6.9		8ca54558061271ea22ce1062b1207d17693dec4d
org.eclipse.persistence	org.eclipse.persistence.jpars	2.6.9-RC1		8ca54558061271ea22ce1062b1207d17693dec4d
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.0		2d49442f05aff90b9bdbe791e21cc95f114a83fc
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.0-RC1		2f933d826e23f1b309bff337d10460f8aaf42c1c
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.0-RC2		567caf4f35c32aa308bd7cd697d97c31afd4cc0f
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.0-RC3		2d49442f05aff90b9bdbe791e21cc95f114a83fc
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.1		56eb942c34a007dd6f120565bc5ee14b6e6043c9
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.1-RC1		56eb942c34a007dd6f120565bc5ee14b6e6043c9
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.10		b67a73de6b54b792d54d7f80fd9956f250847f85
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.10-RC1		9a8fbeff634435bcc6d425fdf867890e577791de
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.10-RC2		b67a73de6b54b792d54d7f80fd9956f250847f85
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.11		8b1177b709aa4d082035f2b3e69fb7b8eb2c5f02
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.11-RC1		8b1177b709aa4d082035f2b3e69fb7b8eb2c5f02
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.12		a53b72275a8bfa9221da0f7ae3e5bfecac158721
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.12-RC1		a53b72275a8bfa9221da0f7ae3e5bfecac158721
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.13		732c7d1c33b7cd10939b01662f10dc9f1c1c1bca
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.13-RC1		732c7d1c33b7cd10939b01662f10dc9f1c1c1bca
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.14		3eb5a1760b740c5c72457095179099bfbb55040a
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.14-RC1		3eb5a1760b740c5c72457095179099bfbb55040a
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.15		5793b4c5e08a27035905b839b713d84f251e1d8c
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.15-RC1		a925f4f0351b77e87ca6503887d71ec645dd4050
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.15-RC2		5793b4c5e08a27035905b839b713d84f251e1d8c
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.2		c6f610085bd22b24ddbc0eca8398b1dd59cee476
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.2-RC1		08b8f4cf548ec07a4176f8913de0b775f4656556
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.2-RC2		c6f610085bd22b24ddbc0eca8398b1dd59cee476
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.3		2b3332aa2635896a8b48b81778f8cb4bf047930c
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.3-RC1		2b3332aa2635896a8b48b81778f8cb4bf047930c
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.4		757742a63f6135b9228f3492c1946a80325d684f
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.4-RC1		76178c80feb443172a5889abd4d11f26ea182ba1
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.4-RC2		757742a63f6135b9228f3492c1946a80325d684f
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.5		5e59e14604c006d9b9122a65843a5b7d641af143
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.5-RC1		3a48a8ddba8bc2cb19a719b80638eabeb6c73e14
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.5-RC2		3210500fd12ee52ce1d9937decdf59cdeaf05334
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.5-RC3		46cb4144b89d7971365420c242b2d309cfa89af3
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.6		22b12a8830a878447ae9ce9bed17b2e49570f50b
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.6-RC1		8e889883b0a99c3320cddf5821a2915722481414
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.6-RC2		851fbb1c7c14383d5b8e04523b111f01bf924bb6
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.6-RC3		22b12a8830a878447ae9ce9bed17b2e49570f50b
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.7		e673bb76a41ce20e75f2700a0bc34cae98e3e6ae
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.7-RC1		eff15fa242577969e049f5c1ae9977a5794009f7
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.7-RC2		e673bb76a41ce20e75f2700a0bc34cae98e3e6ae
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.8		525e8a266ffd4bf388ab0765b9c83d314420874a
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.8-RC1		525e8a266ffd4bf388ab0765b9c83d314420874a
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.9		3c390664e3c1ae005e8e5760622c713e45617af5
org.eclipse.persistence	org.eclipse.persistence.jpars	2.7.9-RC1		3c390664e3c1ae005e8e5760622c713e45617af5
org.eclipse.persistence	org.eclipse.persistence.jpars	3.0.0		acd84fd0dfc689c97007ab8059e7478ac479225c
org.eclipse.persistence	org.eclipse.persistence.jpars	3.0.0-M1		0e5cbc25dcada66fb69f6c0769e2bd7f0fb84f50
org.eclipse.persistence	org.eclipse.persistence.jpars	3.0.0-M2		61aebbf1078936c5bda510adcf76fe08a75bffc6
org.eclipse.persistence	org.eclipse.persistence.jpars	3.0.0-RC1		1c2d62c29a1a575c1fb0f325cddbbc057675318f
org.eclipse.persistence	org.eclipse.persistence.jpars	3.0.0-RC2		7ceb49ffab485bcc5c3ddcddd624dd6cfb45689a
org.eclipse.persistence	org.eclipse.persistence.jpars	3.0.1		c5e13ee62f50a4d6b4e4dbf886e348b11b092767
org.eclipse.persistence	org.eclipse.persistence.jpars	3.0.2		bcb964a0fd42c0bca8ed21aaae837ec60e3b0027
org.eclipse.persistence	org.eclipse.persistence.jpars	3.0.2-RC1		ab506a0d748a4d2af1e861ba1c7fb7e2019dc4c6
org.eclipse.persistence	org.eclipse.persistence.jpars	3.0.2-RC2		ec90958781aeefde37b1b2e85db15b58dcdf2c43
org.eclipse.persistence	org.eclipse.persistence.jpars	3.0.3		28bce7306d2191487d02f9f2f4fa10cfc5e4035d
org.eclipse.persistence	org.eclipse.persistence.jpars	3.0.3-RC1		ff0a19e60a0d366efefb51b69d4860cfecf63930
org.eclipse.persistence	org.eclipse.persistence.jpars	3.0.3-RC2		c0b24a1edfd81289204344dd3929b72a4dc82caa
org.eclipse.persistence	org.eclipse.persistence.jpars	3.0.4		6e29144f8ff9e557f20bf3ec004700e65a3a6573
org.eclipse.persistence	org.eclipse.persistence.jpars	3.0.4-RC1		f18bfc7442e9a876f721a44a668946f5df7a6272
org.eclipse.persistence	org.eclipse.persistence.jpars	3.1.0-M1		a1b4bdc4a1a0a2af562dcef51de398ad644f929c
