cafe.adriel.lyricist	lyricist-core-wasm-js	1.7.0		N/A
com.github.shepherdviolet.glacimon	glacispring-txtimer	2024.3.0		424436364e259cf13cfbb7d789b7c3942cea8327
com.github.shepherdviolet.glacimon	glacispring-txtimer	2024.4.0		e9d91d2d9614417b2a6aa94a24a5bea7cd55a605
com.github.shepherdviolet.glacimon	glacispring-txtimer	2024.4.1		9c9001368045fd6a0792251a961a58b95120067f
com.github.shepherdviolet.glacimon	glacispring-txtimer	2024.4.2		2fe47d08acddd56e0da36c010208e793bb86c06f
com.github.shepherdviolet.glacimon	glacispring-txtimer	2024.5.0		7e559d206c7fd6fded53805e91ce8d103059f8c5
com.github.shepherdviolet.glacimon	glacispring-txtimer	2024.5.1		aaffbf0df723c3c773145606bef08a466a587d91
com.github.shepherdviolet.glacimon	glacispring-txtimer	2024.6.0		01814fcbc9a57ce3209de5da5d1b4c9e95191407
com.github.shepherdviolet.glacimon	glacispring-txtimer	2024.6.1		993e9487505b9b03ecbc383057c517c033bdc5e8
com.github.shepherdviolet.glacimon	glacispring-txtimer	2025.0.0		a22a3fcc630a6e1cfcdea4323fd4f1c3a3669669
com.github.shepherdviolet.glacimon	glacispring-txtimer	2025.0.1		4aef29a0ffb20d7e2e4a8cec12fa6f5cc0ee0ead
com.github.shepherdviolet.glacimon	glacispring-txtimer	2025.1.0		149d48adb0fb7a986eba9d9eba85ee7edd0ef09c
com.github.shepherdviolet.glacimon	glacispring-txtimer	2025.2.0		156bac3796c5a367e12809c88eee62a5f20c07f2
com.github.shepherdviolet.glacimon	glacispring-txtimer	2025.3.0		010122607467444c8fd24134c002786487d4fe12
com.io7m.jpra	io7m-jpra-compiler-java	0.1.0		3eb4b9aeb76f70651c700daf1d84b08edbe93b77
com.io7m.jpra	io7m-jpra-compiler-java	0.2.0		fea1583910b951108ffde273ff357d0c359dcaa3
com.io7m.jpra	io7m-jpra-compiler-java	0.2.1		6109a26594fcaf86c5b52af117eb7e289a7ed20b
com.io7m.jpra	io7m-jpra-compiler-java	0.3.1		4ec25d66a3874668640a0221d3b57ddb32f2fed0
com.io7m.jpra	io7m-jpra-compiler-java	0.3.2		68d6e2a4d80d8b4072da84ea3f4ce7a85f92f7f3
com.io7m.jpra	io7m-jpra-compiler-java	0.4.0		db715f871fdd360ddd0b47c2b8e09714237ab119
com.io7m.jpra	io7m-jpra-compiler-java	0.4.1		bbf41f3bff8c3b16a021e3100c3ef3e91d570e87
com.io7m.jpra	io7m-jpra-compiler-java	0.5.0		eb14cfb055b1abdaaaf6231eb6aeaf28e1a9313d
com.jsoizo	partial-function-kt	0.1.0		1e9a5a8c279a17579f897ed0c8afd525d6bddc9c
com.jsoizo	partial-function-kt	0.1.1		2c9a17aad0f730f4eae23ca705679c996d0eaa08
com.klinec	javacard-tools	0.0.1		1355d4e41c3ff71d5f0c7a049610de6e6395c1af
com.klinec	javacard-tools	0.0.2		80706cf7f170a91503e17151dbb160361e194295
com.klinec	javacard-tools	0.0.3		4e0b059f65dde8dc7a4068f5a19f5d12c018a9bd
com.klinec	javacard-tools	0.0.4		e7a82447097559f1dc90bb8bd6f12234cb18978a
com.klinec	javacard-tools	1.0.0		ebd53338332b307ff3e4feceeacb72ff0a044764
com.klinec	javacard-tools	1.0.1		c2d5ac1740c692d96cc24c3b2cd8f0a1451d574d
com.klinec	javacard-tools	1.0.4		b0e1a1cbe75ee82b8199de2d42c9d738e0b5a3a5
com.klinec	javacard-tools	1.0.5		d2edd6d1a4f3ea519c8c45389618d1d2f30a36a6
com.liferay	com.liferay.change.tracking.rest.api	1.0.0		cca5c479499ea573bb41ef46a963dd01b60693e4
com.liferay	com.liferay.change.tracking.rest.api	1.0.1		c1e14afa54b6a9c5ad83fd96a9f3c3676380c1d8
com.liferay	com.liferay.change.tracking.rest.api	2.0.0		1442046d330813610ab5db2ed8539524fed68a3f
com.liferay	com.liferay.change.tracking.rest.api	2.1.0		4098aaa07bce71113cac79a7f8e8f14f5e358b01
com.liferay	com.liferay.change.tracking.rest.api	2.2.0		57cb9aeabcfcbb72a529d3977a977d7845ff81db
com.liferay	com.liferay.change.tracking.rest.api	2.3.0		9036f516f06957317b547d010724a972f0f68cf2
com.liferay	com.liferay.change.tracking.rest.api	2.4.0		380bfe49b8a41a179ba36dc1dc170f16d10125cc
com.liferay	com.liferay.change.tracking.rest.api	3.0.0		3a27485bd70699f2580c75cccf4088997c86351a
com.liferay	com.liferay.change.tracking.rest.api	3.1.0		ef3326efd39e4e50ab740daa87a60dd74a0e7357
com.liferay	com.liferay.change.tracking.rest.api	3.1.1		e61564dfe33fd98facb4de3bf5e64150fb51bfde
com.liferay	com.liferay.change.tracking.rest.api	3.1.2		44fde67f5d6bcb3f587a9c8057c8f99280542fcd
com.liferay	com.liferay.change.tracking.rest.api	3.1.3		50bc5ee695b7417bd2d1f03a41b7aba5fbc50a47
com.liferay	com.liferay.change.tracking.rest.api	4.0.0		090e8d0c49704a4e3b0fb0eb662d80dcd071a116
com.liferay	com.liferay.change.tracking.rest.api	4.0.1		b3842e50d8bec5c4e014b8f401b6263a7f8a692c
com.liferay	com.liferay.change.tracking.rest.api	4.1.0		353813d2c8ec12c4406098585f85c828cc36abf3
com.liferay	com.liferay.change.tracking.rest.api	4.2.0		96a83815ae213990a39579d9e420aa32b4ef8b38
com.liferay	com.liferay.change.tracking.rest.api	5.0.0		4cad4f25f7348ee0aafddb8f8beba0bf9359723a
com.liferay	com.liferay.change.tracking.rest.api	5.0.1		d299f3ba496cb739f61ef669240d2c6fe2eb54a2
com.liferay	com.liferay.change.tracking.rest.api	6.0.0		0e78952e489f8a1b27126c8bbd8cb5d715b8b2a9
com.liferay	com.liferay.change.tracking.rest.api	6.0.1		ee50e0d4fea28e70382d642a13ce570f39a901aa
com.liferay	com.liferay.saml.lang	1.0.0		fccf85bb25dcbf30a77e5dae8daef75ef776508a
com.liferay	com.liferay.saml.lang	1.0.1		09ac8925f4e9d05c2c88d42c5d0734ca5f59b932
com.liferay	com.liferay.saml.lang	1.0.2		c9403398f0667dc9387e783217cb3e82c711b6a1
com.liferay	com.liferay.saml.lang	1.0.3		ac63ce0b6db895447434937861ec556661289774
com.liferay	com.liferay.saml.lang	1.0.4		22a69cf53b92b6fbae112258665e05625d73a37f
com.liferay	com.liferay.saml.lang	1.0.5		0c877cdc93195690c274b576b34ca0c241555c0e
com.liferay	com.liferay.saml.lang	1.0.6		6f318a1afe549f2ce7e4d72c0169fc474fa90224
com.liferay	com.liferay.saml.lang	1.0.7		ec5ea4380fef80bee7d21efcf057703ad339193b
com.liferay	com.liferay.saml.lang	1.0.8		7f923d13eb13c07fd6d13861f25ed5941d06f071
com.liferay	com.liferay.saml.lang	1.0.9		7cff3fd94644523972178bf3db6e0c0fe8c2d750
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	2.5.11		f4c9609e9f0ddc8dea425f7ca2aacc6c6e34af06
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	2.5.6-1-f8bff243		fe1c4af0b978956c7f71a072df47c7a74f18016a
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	2.5.6-3-279104dc		89750e654d621369df3b633106aec35eef2ff80b
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	2.5.6-4-4a07420b		ca5afd648af864b4a2f419b987f14a2386545ca4
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	2.5.7-1-cf178c31		2b420bece7077db7fe9f312c862ffa56b736e086
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	2.5.8		03151947cf686cf297dec75b00a3cf98e85c8294
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	2.5.8-1-837c3adb		1d195648e8b16f8b6d6db88125a8fcedcc27391c
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	2.5.8-2-159ff8f6		e718a8b20fa42b754459841c8300b70813688248
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	2.5.9		aa8820eee21ae61fe0a2da54326ac52d3f731394
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	2.5.9-1-6321610a		a7138d1651d35170f90ad90a918185875ad9238a
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	2.5.9-2-7633e640		382572b9525f49096130cdbf9a6c1fbef37de13d
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	2.5.9-3-feb1f0c6		fe0a4ff38ea507241607946c65aa5d571357ce84
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	3.0.0-M0		1009b13b141140fdae1d2fb4c9cacfa184937a82
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	3.0.0-M0-1-beb96bfb		d5f95720dac483c486cf9a24d6d29983100005b3
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	3.0.0-M0-10-addf882b		efd25eff64fa842cb21121850ef776eb132e6fec
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	3.0.0-M0-14-c12b6a59		a3485a89998de1b4312bedfbd57dac6c7e1e5053
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	3.0.0-M0-17-e7a04255		ad5a4986cfe66c3199c7b861ab46d042523fd6c8
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	3.0.0-M0-18-2a7ed173		0624f9820e67bb1ea71e53ca7db1f42cf155f256
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	3.0.0-M0-19-62705f47		7d6fdecdea415a0fafb65144612657c2681bea72
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	3.0.0-M0-2-1e6a6342		6e371cf80fc645fa2fa5790ce59ebdd55a0eead4
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	3.0.0-M0-23-f664d7ef		9e0f00bd53454238194f698dbf640955eef5581a
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	3.0.0-M0-24-d63f26be		b9aa1de168376ccdfe0486351686aef5f43767b7
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	3.0.0-M0-28-239e82a8		def71c2fbfc36ccc7604fb8383ded7d0ad42f9bf
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	3.0.0-M0-29-9e3ddc8e		a738cd53cfa44187ab67cdaa24c3a2413d4e7e4d
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	3.0.0-M0-3-c2d1e706		05f5ece58b55fc83a6eabadf98253d177d4208f7
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	3.0.0-M0-30-1634c52a		1d25f89a0f4ac6761d34197b7814147a2c6c9be7
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	3.0.0-M0-31-80deef08		c82317430a14e37c3735216d5da636ff1d0fd33e
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	3.0.0-M0-32-96e851cb		90a8cb351630f22c235e014b3ebb7899b94b7f45
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	3.0.0-M0-33-94c5ce87		3c5d0c88cd73d64754530a2b2fe1f7c79a485475
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	3.0.0-M0-34-2720f120		a8a715a27ed52cdddf0263fe046c97b33823efb4
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	3.0.0-M0-35-e445eb40		d0d3cec76b9acb86a5e62412eb932ea67c94ab6e
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	3.0.0-M0-36-74c8477d		a67f9c3ded2eea3d49dbd8e59af4a2cd3abc2ace
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	3.0.0-M0-37-fc285279		850010daf5890488b2191e1b173d0315ac26ab71
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	3.0.0-M0-38-96641965		8446a344e08a0f79cab75ab520e8227f467399c2
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	3.0.0-M0-39-ba724263		1fc7949df04d4a69cd31e6ba340ecb53a02e9356
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	3.0.0-M0-4-cf2ff986		e0081e7450432b2dc154483e4c7f00ff7fe6172c
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	3.0.0-M0-40-ab5f8a2a		29a8069b0f78fc99568d8c86fbbbef813c8d0787
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	3.0.0-M0-41-2dacc9ef		36b767b8a7a2a1acd8a9958aeac170107627612c
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	3.0.0-M0-42-55d908ea		832dbbbe6f4f6448716e9cd1ca38e94f5d96b9e5
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	3.0.0-M0-47-cab76b4c		87d8db0a0db047a11d062b4e2b744107b39df594
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	3.0.0-M0-48-8b1a5588		4008f9e0f778023d90234cbfbf336b90568ffe5a
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	3.0.0-M0-49-151446c5		4984f19cfbb0840a0a4be1d61ce59b71e864c156
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	3.0.0-M0-5-0af4d9e7		93078891b3fffa745e66c124da0dbfcc3df46c28
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	3.0.0-M0-52-d2acc162		2b1d334d4013aa2a3ea723c374f8915f3a56094e
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	3.0.0-M0-53-084f7f4e		fbfa81550203a7f5a01900ea988111a20cfd1a32
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	3.0.0-M0-55-8ef21714		d90bce3177457e4495fc3aaf2295d254f8d062a7
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	3.0.0-M0-56-1bcbe7f6		85a796127b730bb71fb86d375c3b0bb593b30332
com.lihaoyi	ammonite-cross-3.2.2-util_2.13	3.0.0-M0-6-34034262		ba7cc847f8ed21b26929a696d593bf78256bcaf4
com.mizhousoft.commons	commons-context	1.0.0		d5314d8e82eab999f7c9e87f9127304dfa76e262
com.moz.fiji.mapreduce.lib	fiji-mapreduce-schema-shell-ext-test	0.1.0		924c25b107b897dfac40af8fbc7fb43126a62ae4
com.moz.fiji.mapreduce.lib	fiji-mapreduce-schema-shell-ext-test	0.1.1		89592f39d0f8b929f85433efa53857bb128d2fc5
com.naver.gfpsdk.mediation	nam-ndavideo	8.0.0		N/A
com.naver.gfpsdk.mediation	nam-ndavideo	8.1.0		N/A
com.naver.gfpsdk.mediation	nam-ndavideo	8.2.0		N/A
com.naver.gfpsdk.mediation	nam-ndavideo	8.2.1		N/A
com.naver.gfpsdk.mediation	nam-ndavideo	8.2.3		N/A
com.naver.gfpsdk.mediation	nam-ndavideo	8.2.4		N/A
com.naver.gfpsdk.mediation	nam-ndavideo	8.2.5		N/A
com.naver.gfpsdk.mediation	nam-ndavideo	8.2.6		N/A
com.naver.gfpsdk.mediation	nam-ndavideo	8.3.0		N/A
com.naver.gfpsdk.mediation	nam-ndavideo	8.3.1		N/A
com.naver.gfpsdk.mediation	nam-ndavideo	8.4.0		N/A
com.naver.gfpsdk.mediation	nam-ndavideo	8.4.1		N/A
com.shesse.h2ha	h2ha-driver	1.3.158.1		c7fb3b1d81a827b2473a8b74ec1edcfcbac2308a
com.shesse.h2ha	h2ha-driver	1.3.174.1		0e04168d9147ecb432bcebaf21ed387a430ab272
com.shesse.h2ha	h2ha-driver	1.3.174.2		b2fa3dbf8de95ea63a5edd3c0c7ca1777f3f1ecc
com.shesse.h2ha	h2ha-driver	1.3.174.3		c0bd2a73e4758435131361123335141326425fcc
com.shesse.h2ha	h2ha-driver	1.3.176.1		8a8b0df9bb5d506c04b6695aef8472db8751308f
com.shesse.h2ha	h2ha-driver	1.3.176.2		4a5e9bf5ee718a8126988647141f94c60d8750d7
com.shesse.h2ha	h2ha-driver	1.4.191.1		7214575ea11914d28741de8abe4a86b191379ae5
com.shesse.h2ha	h2ha-driver	1.4.193.1		57b82fe84561c79691b98e17a0811cac6748ca34
com.shesse.h2ha	h2ha-driver	1.4.193.2		bcf737ececa78bdaa1087f141897f63de39df183
com.shesse.h2ha	h2ha-driver	1.4.193.3		517286d7c8692febf8636005ff7f6a90b8980ed6
com.shesse.h2ha	h2ha-driver	2.1.214.0		12f2bae266f657f19cbd7df6fce9c599b382eca0
com.shesse.h2ha	h2ha-driver	2.2.224.0		6a90b1853c7021795d38296a29013ba1fb2f19cd
com.sinohope	sinohope-java-api	1.1.0		N/A
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.10.0		3f3c1174332ccb6b56978f297e3d31858b9d3c63
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.10.1		632b2f52af62ceb33c1c6bad869b240bdb793b20
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.10.2		6b1d9f97de9d41737f2975998a41d68cc29d5a38
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.10.3		00c0575eb999e968b5041e96713bfb9f17a735f8
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.11.0		254673722b26cd09511de6279c73ef664acdb24c
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.3.0		e23eec85d7595a6d29b55be6bf66c2e055b40da8
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.3.0-RC1		321f271bb71c44c4cec5e0979bc5e53faad7019e
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.3.0-RC2		a4a7a6ccfe0277375ecc5dedeb28c924552890db
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.3.0-RC3		eebcd8e2cd68db29d3086ad1d427f56d3294f62f
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.3.0-RC4		50b89b7d7761755cf1cb4a5d9bee01a4bf84655f
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.3.0-RC5		49734eb5b279fcff3931677f8ef4a61653a75aed
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.3.1		cae9b8a757b8ab4b1d1d7e63ec85a7221cb8c164
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.3.11		c74ae72373db73a2eb75b75cf49b24807bea8692
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.3.12		b69272a2e42590a9993f76afba55d23d2d7e6df0
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.3.13		543f2412166f5eea0ba61759fc69c2ae6b80dd54
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.3.14		811b07ec99d440bd893a38e26b275fd1235d6f0a
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.3.15		b989b2074bcd4b6fcd217fbee457c6b823a357be
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.3.16		203fb71e4cc7c6071e6d63b2a85d43753779d120
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.3.17		753a891f7db6a1baf6c53cc977b2eca4d70d3daa
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.3.18		784b67d82559b962043406ea3d893b6a5a6f4736
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.3.2		a12bf8fba7e683152b4c8ec12b6d4f3449f4698b
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.3.3		0d85f86d1dd661be464750bbbb4163659558cd34
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.3.4		d3e38d9a1b7bfc2d6264f8403769be9f3cec9589
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.3.5		87bba37487ede8b97625abbf97aac8e0f55a4f44
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.3.6		7591f50eacb23ac4aef4afe689213dc75708664a
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.3.7		564e4a10b95e5871e44e3078b1cab8359d0dc874
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.3.9		a889880d1781d643cf7e0a96dd30d40f6dd456c9
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.4.0		5cbeb07880455b94cbffa87873d8bb98c703c9b7
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.4.1		797cd31ae640ffb42888afcc8a0a0a417c7e87ea
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.4.2		85ab0889c0b70a228f12a548b8b5bd0b59136740
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.5.0		c2efbbbcc22d8cf0d60204f7167c5a8b995c383e
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.5.1		9127a1748e392d25d4fa80d3ec3c66abbd8c7a70
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.5.2		0d2999f9f1b770e41f5ef9bd21dbc45678a0e231
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.6.0		5f8fca32fd8f5c0dc92a55e002a5001be4e53d78
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.6.1		59ac444f1ebc9c2a116eb4a5719a5e5b10a260f9
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.6.2		ac71ea174e28744a7b0047fa35652806e11c7539
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.7.0		a1cba0e90ae84659edf4953d71b8c3fe2084ec83
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.7.1		682b3d86a608848a2efdb45252826278e1caea53
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.7.2		c098b62f1fbd6134e17608e8e9f1147c9d42b70c
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.7.4		85013035bd5c6a2de2c1cfd7b89ccd2e06bc9ca5
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.7.5		544a1bb8759e25347b19ae8faadc03ac94a1c22b
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.7.6		c290e78f9d24d50af91d3e635d4af00100210c87
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.8.0		39ec795be2f6f70b8b10121debc5934961bb2c25
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.8.1		af98ad3896d0ca0c0759ba1d653ef34bc8110112
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.8.10		216c2290036f549b43229305cb52481c07a2785e
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.8.11		bf258b9bd85b6c6573b596f2f5c594e343395ebd
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.8.12		563246442c58568fec82cb69d2ebbde1ab7247d8
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.8.13		986b83c7cd67b7670ce1ee8644406389b566f101
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.8.14		bbcdbd35b724c4ca613d61289f2c67a25023ebb9
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.8.15		190e1cdbc587f7e624c64f504e26205693932dfa
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.8.16		f794769a88902879e530ec02b536f7c916040db0
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.8.2		9b06462069a0db9303b954cb7aca76b8cb0ecc2b
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.8.3		468b609793f7ed067b1747ba5f847768490d36ec
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.8.5		d0751aaa3faeb49b611157d2f56aba0c38002a78
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.8.6		ecc0f039888fb6d9cc5f0b5ba52ed60e317b4335
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.8.7		04dd94ef87b685a9a471baf87d644cca77f86590
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.8.8		50ac0b09bb4595e5eb108882162a7b1a12a21ee3
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.8.9		837b6af158beed1d392f745b6e87efe8405a48fa
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.9.0		acf0dff58c7bd8dfa8c938ba4ee20417246ee16e
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.9.1		070eae6e9d89f2e492c119f0e8090f7de7ac67a5
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.9.2		4f0bdb6a9e7e91718adc8a2011c35b068fa624a0
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.9.3		0b998340343d22361f58c708d89142d33dd50277
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.9.4		29b82c4b5cef8658fb5cf03dfb1e4a77e9720edb
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.9.5		45e8d48fe449ecfed9a80878fdd22cb4e6b84ff4
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.9.6		dcf9971e107d4f660baeec3d792cd9c6210fe195
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.9.7		ae2bd3d7ea2a8f4c9d9bc3850bf29489357b9cb4
com.softwaremill.sttp.client3	async-http-client-backend-cats-ce2_2.13	3.9.8		6816310db46a1a2f8b42400cded11a0a9e5d607c
com.softwaremill.sttp.tapir	tapir-monix-newtype_2.13	1.1.0		83d87eaa617d114e03901c6d5d468d97aaecb590
com.softwaremill.sttp.tapir	tapir-monix-newtype_2.13	1.1.1		9ae7a975f8a64b9dfef7e71e212d7ae55bd0ddff
com.softwaremill.sttp.tapir	tapir-monix-newtype_2.13	1.1.2		b3fecc93949ba49bd59125b9cf1345f1ad43266c
com.softwaremill.sttp.tapir	tapir-monix-newtype_2.13	1.1.3		0c7a5dfabbae8417572379810cddecda9764f0d6
com.softwaremill.sttp.tapir	tapir-monix-newtype_2.13	1.1.4		7cc98ddceda3a0527db44667657910dbef99c15c
com.softwaremill.sttp.tapir	tapir-monix-newtype_2.13	1.10.0		29796bd33a80ae0398c43a82ef159229c7c0a822
