br.com.anteros.social	anteros-social-android-facebook	1.0.1		N/A
software.tnb	tnb-common	0.0.10		c95ab2df820fb517d3f4c72fc0ea6a53627f1227
software.tnb	tnb-common	0.0.11		9bed6d2da59b1480c34961f2a5f49c4d235203f7
software.tnb	tnb-common	0.0.12		c1f97219bfdc858735156042731013c4e6f4c9c3
software.tnb	tnb-common	0.0.13		bfeda4866ccf3963e4a285e1d42d0c101041c699
software.tnb	tnb-common	0.0.14		91466957562f4af9a5013829896cc6c0a9a12709
software.tnb	tnb-common	0.0.2		fd7ebd063763c887f6a5221437c7c4217137278c
software.tnb	tnb-common	0.0.3		f2760196334084a1ad0979c933e63330d3c990b1
software.tnb	tnb-common	0.0.4		056b2e671a28b22d86aa7baa67c8fb9f78297394
software.tnb	tnb-common	0.0.5		c2da6f9f1dad34730b01de32610ef3efd4e8e01c
software.tnb	tnb-common	0.0.6		21bb597b07cde1ae214bf765ad579d2c02c0dbbd
software.tnb	tnb-common	0.0.7		4a4878228e9afa64998ffc198b3e36e54e7acd21
software.tnb	tnb-common	0.0.8		050e97d4183897007e58454588690dc4a39f667f
software.tnb	tnb-common	0.0.9		650df2ced187cb1175e9d2459bc637816e572e7e
