at.released.cassettes.plugin.unwrap	at.released.cassettes.plugin.unwrap.gradle.plugin	0.1-alpha01		N/A
com.liferay	com.liferay.frontend.editor.tinymce.web	1.0.30	jspc	9aeec1bd30f160b6da4035f9fdac12f356ff86bb
com.liferay	com.liferay.frontend.editor.tinymce.web	1.0.31		d80017eec32a91c62f2015bcb88bcf1fecc13ade
com.liferay	com.liferay.frontend.editor.tinymce.web	1.0.31	jspc	6d31f1f6673a8354fd9f6290168b45bd3bd5511b
com.liferay	com.liferay.frontend.editor.tinymce.web	1.0.32		09b671d9d0d8ebb2146859a29adaceb0640aa7d2
com.liferay	com.liferay.frontend.editor.tinymce.web	1.0.32	jspc	1a984e005c420feac4daf65ce3e51bc0b50e8eeb
com.liferay	com.liferay.frontend.editor.tinymce.web	1.0.33		3a377aedf2556e05ff5bae87c3ce722ffc20768e
com.liferay	com.liferay.frontend.editor.tinymce.web	1.0.33	jspc	96c06203a9c871a3d2abddc050f5af0b6f7f58db
com.liferay	com.liferay.frontend.editor.tinymce.web	1.0.34		3d158315c308dfaf68fdedfea0a6c3d64334f653
com.liferay	com.liferay.frontend.editor.tinymce.web	1.0.34	jspc	808e2fed0860fcde499e7f6c580b7a252d47e52a
com.liferay	com.liferay.frontend.editor.tinymce.web	1.0.35		1cfbeb6439f948eacfb4f270b261377a5bc13f07
com.liferay	com.liferay.frontend.editor.tinymce.web	1.0.35	jspc	88859e7f8c04f8e75a2294925463682b4c01b5d3
com.liferay	com.liferay.frontend.editor.tinymce.web	1.0.36		8bb5d90c34ad70972723ea850a18db8b3701d5f6
com.liferay	com.liferay.frontend.editor.tinymce.web	1.0.36	jspc	f40b4e4088fdef8cf865ebf6a1dd32a67a9ef6d7
com.liferay	com.liferay.frontend.editor.tinymce.web	1.0.37		55eda354d734ed0040d5ffb62a2a142639bed787
com.liferay	com.liferay.frontend.editor.tinymce.web	1.0.37	jspc	54783bbcdd485024bbc3f8cb2116fdd2059f011e
com.liferay	com.liferay.frontend.editor.tinymce.web	1.0.38		c4da04a5f780742d78b1208ce843c82b0cd6694d
com.liferay	com.liferay.frontend.editor.tinymce.web	1.0.38	jspc	5c698b40b5c0c7ad0b2fb48de2fd37551e20ca1e
com.liferay	com.liferay.frontend.editor.tinymce.web	1.0.39		4c034c294ec9826b4e1ac2a759aac8eb21bdbff6
com.liferay	com.liferay.frontend.editor.tinymce.web	1.0.39	jspc	2ffe9c12b6164257a795a321b0935e844d85ce15
com.liferay	com.liferay.frontend.editor.tinymce.web	1.0.4		7faa30f1d2d4db39b146b045a059ffcdac29337b
com.liferay	com.liferay.frontend.editor.tinymce.web	1.0.40		3509b7451c92d698d87b3b87837b7bd34a91b81f
com.liferay	com.liferay.frontend.editor.tinymce.web	1.0.40	jspc	caadc304f853b845de6ff5bccc18196e26b01b71
com.liferay	com.liferay.frontend.editor.tinymce.web	1.0.41		aff4a86f3af621029e65e52fa35d05fe3a4d6456
com.liferay	com.liferay.frontend.editor.tinymce.web	1.0.41	jspc	8959e4155f8b18072bf5899880db018b2736b0f2
com.liferay	com.liferay.frontend.editor.tinymce.web	1.0.42		c504f9fa8ed6981bec298f2424fa446b8d147afb
com.liferay	com.liferay.frontend.editor.tinymce.web	1.0.42	jspc	72d180a25edb69ade3d2670295f87ee038b41ea5
com.liferay	com.liferay.frontend.editor.tinymce.web	1.0.43		a21becde2b20e6c6cc6a6d58d743f62479410706
com.liferay	com.liferay.frontend.editor.tinymce.web	1.0.43	jspc	eebc97769d6e98a040a154587c92c04545cb58bf
com.liferay	com.liferay.frontend.editor.tinymce.web	1.0.44		d2f4500dff065b85c280aa46cd1e4feb765308d7
com.liferay	com.liferay.frontend.editor.tinymce.web	1.0.44	jspc	8d041fcece3c242e285ae0101082308e391ce073
com.liferay	com.liferay.frontend.editor.tinymce.web	1.0.45		f7a45bb8605944a40ffb2e1828a35debab8e6112
com.liferay	com.liferay.frontend.editor.tinymce.web	1.0.45	jspc	bd68fadb00beeee91e0f0faf4feaa51cd3ac3295
com.liferay	com.liferay.frontend.editor.tinymce.web	1.0.46		4ab03e9ec749f121ca5f9c02462f8fad712797a3
com.liferay	com.liferay.frontend.editor.tinymce.web	1.0.46	jspc	cb58eb00c30bad427097c21839bf62c77d2fe258
com.liferay	com.liferay.frontend.editor.tinymce.web	1.0.47		1b936c57f39d8b375e4b8c5780a5bf41980b6e20
com.liferay	com.liferay.frontend.editor.tinymce.web	1.0.47	jspc	eb5cb3f9e61c33e89a9733d48c66a3bee18220bc
com.liferay	com.liferay.frontend.editor.tinymce.web	1.0.5		cb1570357cd836e2b3a994c1c2d81b888dd673b9
com.liferay	com.liferay.frontend.editor.tinymce.web	1.0.6		bed0f3a678d9de075f969a20362dcea0c9df5b49
com.liferay	com.liferay.frontend.editor.tinymce.web	1.0.7		a8f6dc4dccb03abbe442e748d0fcb1f057af4f52
com.liferay	com.liferay.frontend.editor.tinymce.web	1.0.8		13495b8368abe7371fdad064ef20e9fd9fc4e370
com.liferay	com.liferay.frontend.editor.tinymce.web	1.0.9		ba68c06919bee0648033ce0841b7fdc4bb09ba42
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.0		52e7f7bd8ffade7e7dcd40191c98b9866720f9f2
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.0	jspc	58005c7bd99aff6ea9df6fa32357f85fbe20dbbc
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.1		1ca83133e06eee48ef4d9df8914a77ab3e7f0181
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.1	jspc	5a0096852db248002cda5abb5ca302a3510b2796
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.10		998c7caa1419ac0320aa40f2dfe4c7a7690c61a1
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.10	jspc	0978bd0253faf2dcbe99587c1073d34589141241
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.11		4e985c044af82cfb8da0469c012f8f61dfb0e377
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.11	jspc	e510462ad8c3d9ce84e3fc47b2c0c60edbadb06d
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.12		e8a4aea209b72805ed7323507fb7c40cb70ea7d1
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.12	jspc	7a57ef0be40c2a9bf712a19e7a47649e06ab9bc1
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.13		04afeec6c817df58bf653ed14197a198cf8b6b0b
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.13	jspc	0ed5ed98aeca9d36b969d4feae49fda2852685d6
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.14		5797d471cf572ff8556274d93b43c5aace86b80e
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.14	jspc	cf892c73069de8b9198e54fa9d284a6e3e308e69
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.15		b5a94b7967d7cf27d126f315638332f875aed606
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.15	jspc	0cece5ebacae6a47f50408f00375d2f4ca4d4b4a
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.16		44463c12acb86d6c6411643a6a75ed013b0ab206
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.16	jspc	c40cd49053271eab9b3e500adb983d31adb7b45d
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.17		d0d2a8a61db47cd208453d69ae0d52a6396f5d76
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.17	jspc	9f89484dd256908fada499b0624d1f5d02d6a23f
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.18		1dedcbd846ff72737451927e01da5f8e366575b2
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.18	jspc	d3702885c6860f8f1efb2ae9621076482d519abf
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.19		71d792ba91eb1100a4ae3853989907d667f5dcf8
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.19	jspc	4836670faf50c9e6efd5d1072bbad1e6e88a08a9
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.2		46ce639b59fc92cf99bbdb9633cf1c53525f3598
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.2	jspc	00e97c5e25eb8a56512525e4847cc938e11a4e02
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.20		d331a8730c12f8fb33509453affb1b8fd9272483
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.20	jspc	cca34e98052a9745fcb736c5172959da2dd6922f
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.21		1408dce9299ff7147f158ef803544d94b9b6c57e
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.21	jspc	52a3a24a51af70c08f7fc98b26d4b85b442cbe82
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.22		570519ee1608e4b6e8b6196b242b4d6967acc183
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.22	jspc	b95ec7d1d5a81c3e9707f59a1ad58a1c9177b09d
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.23		bc615448fe3e03f19aec5f6cad550ff6a6251093
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.23	jspc	1b021e09990ed9b3e80d1195a913417c1abc32eb
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.24		2ea7cd608f21a4b8e8b4afb0dff90fe83a8dfc09
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.24	jspc	e5ca93641403ec9e7e2ea6061b29b6060ec960e9
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.25		b607ab3f17e0ad879141442186fd50cf1ad00421
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.25	jspc	ff2c6d1b24d857c12c4ce6878cb7e9f9100b2bf9
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.3		a4283d9f23fbe2e7c75276a92865230b5c6d55b4
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.3	jspc	0b845b3b78acc79bae3969d8262e8aecbbb090ce
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.4		e5c784694b76618bc0b7b6958db9f15698dd6e50
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.4	jspc	dcef0a1b5ef8431f043fa9e5d42c5ccfc4eeb9b9
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.5		8c93fa5e6a98bea88810b176e94b1fd90ed88215
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.5	jspc	4d8d3c12d0f9c737db7e5c86656606108b93d6a1
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.6		23f36a63b9c210a6f46c74f19b2a2a31b66744bd
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.6	jspc	45c314a52867034241c9003c89b779ae4b1bd4cf
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.7		66e98f15440183b94856356fbad4f4f91d8c3ff9
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.7	jspc	3932cf06b86c083cef0074ca14df0776a750abf8
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.8		27f2052c96b366fea932b429c59843f7c1ae12a9
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.8	jspc	88d86e9570553f2ff3df14cf8a258fd211ddddda
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.9		a01a0246a480917e28d01c0dd1e762733b97328d
com.liferay	com.liferay.frontend.editor.tinymce.web	2.0.9	jspc	25d787e90f4b16f90cf431d84f2033fc9550e881
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.0		cb0800ca654f68c4409aa380ebf63b4cea1b367f
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.0	jspc	0cb8c533883ebce48182a4b5015007b0af0d919e
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.1		0c1a1dd467b968de1387f94f754748c6d220eec2
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.1	jspc	b511c728c359c3c4c0611c2ecebf73495a2d8717
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.10		6f9d92d8a7ba31c76df44d7742826f69575e8f20
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.10	jspc	fb77d56f3cd98b68187bbdf9f5aea3bfa6534c6f
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.11		4432caf493a6a70a51a0796a45b9ddc3ef5df31a
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.11	jspc	8bc013faac03d929bc00032c7637f5ab21ba2f77
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.12		19997286df59ba55157e31c85ba70ec40a63ef87
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.12	jspc	8666290888d2ef4b1a6b03d55b63edfb8e5e0b6e
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.13		a8fe3d45aeadad4b1e5eb68870551e7385728ff4
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.13	jspc	fa380e07c92c9f625fe84a89fce3084bac46f5ac
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.14		1a2374bea5ff57fc33716089556f48ace2662cb1
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.14	jspc	e79e0b5f6183102300f21e56cc3b9a9ed604ea95
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.15		7546f23112558bc4530f3cd436bbbd12a0da8c38
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.15	jspc	99360f198d441da7d3d5531cc0828e7f65d89284
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.16		cdc32a54c0f6fdc71c3ff6663a97a506ebc5677f
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.16	jspc	363453c0926dde8abdede8a753dbd7573caedcec
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.17		9821b0f56c1f11ef5b655a0cdb50c05f5d4b7b8a
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.17	jspc	414c192a24e07eb361ce8f849468dfd60899a2ee
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.18		5ae2e56a9936f948558c2dc688bb4bcfaadd7dff
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.18	jspc	af2c17f2420c2155f5ac90dc2b2c8eb1011ccb33
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.19		dba5138e6b86c864e2dfd0fbaf8f1a378aa31c3e
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.19	jspc	b1b64da7f9e11bfe91571da4b40e44da0ce5cd3c
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.2		7c9588a3b341883b8983cddcc476778472a7e21d
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.2	jspc	b645fb57c8626a9c26dd017d848c89bc6496c13f
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.20		3bb9c1be121e28c6e0f5e46e508d27899d493322
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.20	jspc	72662b081c3b1a45fd3ddcfe56ec33c370a79ea3
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.21		79492392dbdd831e298244e7a089efc49c1bf9ef
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.21	jspc	02c0a70ec2e0006621724743e7ed39ba0b01af85
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.22		a925c4fe9ad0655698cfc0b32b6bcc1a4c9e2136
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.22	jspc	184f9d9a47d7f28888c8d8efd7f574686e20b6fe
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.23		3cc174fe85ff9223b6713ebe91df4acd675ae4b4
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.23	jspc	59ebda864184767adebe11fa1f3c5bfd7f61e8c9
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.24		f6208b9afa621c5a6ee2741124c589b520447bcc
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.24	jspc	df8604177880a6610b8bb85eee844e1f4665bb43
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.3		43acf259b1ae7990b55c6cc5728fea5fdc0a8d7a
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.3	jspc	b14df8079023df3824adf41aa6dc45e71ffb8b75
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.4		a1ca60bf8c227726a154063fed34d181bf542a65
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.4	jspc	39b79ad3958ed4de5372ed5f19992f1bcf92ea1e
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.5		e925fb49d7d605a65dec4673eb9eeb4349d2ca3d
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.5	jspc	ef3ae741a114353cfae950b7bbebeadc741a9fba
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.6		badaa2f056bcdcb53757438eece5657a7d0fadcb
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.6	jspc	2a4fa1049aaf7c5566556bf7c8ba1d7434bb5deb
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.7		25afb5751707441e3cf76b59e2e38b5586661cc9
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.7	jspc	dc7f19199651394289247a327b751afecd02c449
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.8		444b66c7bd3d4c8a014b38dd422497fe207aca23
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.8	jspc	368f06f5378becfd49873edfc1968657f2e1c712
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.9		53b12a3d15742907cfb49f435aa66c099a829a0e
com.liferay	com.liferay.frontend.editor.tinymce.web	3.0.9	jspc	0b2aaaa7491eaf8e535628484f4ae4eedbbbc1e8
com.liferay	com.liferay.frontend.editor.tinymce.web	4.0.0		0ce0f0fa522d5ae5cf94808a30d45da7c635d28e
com.liferay	com.liferay.frontend.editor.tinymce.web	4.0.0	jspc	3d554fd060e1f72e70bb7c77fcaf0954de48096d
com.liferay	com.liferay.frontend.editor.tinymce.web	4.0.1		1d2dde40f1cb6b19d8eb888ee06aab58d5b58d20
com.liferay	com.liferay.frontend.editor.tinymce.web	4.0.1	jspc	fa631c98cedb70c238fdf6523fcf647d742e27db
com.liferay	com.liferay.frontend.editor.tinymce.web	4.0.10		e80f12451a739dcfbd176a1a81b981865019049d
com.liferay	com.liferay.frontend.editor.tinymce.web	4.0.10	jspc	2ddcc6f00ed347aa9d2b835a0a2432fcf6587b83
com.liferay	com.liferay.frontend.editor.tinymce.web	4.0.11		38c938b5993ceb0035f22ec194283f58288fecf1
com.liferay	com.liferay.frontend.editor.tinymce.web	4.0.11	jspc	61594cf10168e6cc5576412d56a7681fbf18ef6f
com.liferay	com.liferay.frontend.editor.tinymce.web	4.0.12		c5003777749fd7d6c82647822797aea49f66d011
com.liferay	com.liferay.frontend.editor.tinymce.web	4.0.12	jspc	76e65ec424f97cb382155cd085ca27a44252f5b4
com.liferay	com.liferay.frontend.editor.tinymce.web	4.0.13		8316071d2fcf5763eb1ad9bad280b9862ed46ffd
com.liferay	com.liferay.frontend.editor.tinymce.web	4.0.13	jspc	96aebcfaaa6ff37e01d3487b01e0e1edc26b9b87
com.liferay	com.liferay.frontend.editor.tinymce.web	4.0.14		f260d75a8a6dc05342de0605e2a6b424b10ae2b5
com.liferay	com.liferay.frontend.editor.tinymce.web	4.0.14	jspc	a8ea5cc4dc6c49a01769995d72cf158edbb2fabd
com.liferay	com.liferay.frontend.editor.tinymce.web	4.0.15		9746baf17fb170660e1fa229e4057ae2e09fcf56
com.liferay	com.liferay.frontend.editor.tinymce.web	4.0.15	jspc	0bcbd5fe0ca9c6d6577e3254cb93ffd120617984
com.liferay	com.liferay.frontend.editor.tinymce.web	4.0.16		12f0f0c18526c367a9d7cf0f6bc0ca82185de1c7
com.liferay	com.liferay.frontend.editor.tinymce.web	4.0.16	jspc	e5382739b5967c37a90d4746d561e03177a31cf0
com.liferay	com.liferay.frontend.editor.tinymce.web	4.0.2		a8a3515485c983340fa48daf0f5ebc191a4f47b4
com.liferay	com.liferay.frontend.editor.tinymce.web	4.0.2	jspc	c551cce183afd8855fb82103698323caf71584b2
com.liferay	com.liferay.frontend.editor.tinymce.web	4.0.3		1ecb405bc4019e410d768b249cf0928c3cdd8350
com.liferay	com.liferay.frontend.editor.tinymce.web	4.0.3	jspc	88b927bffc050bcacfb5750d82bc98ef2b264b23
com.liferay	com.liferay.frontend.editor.tinymce.web	4.0.4		2f955843d3a8a426405c5381bbde004e5a170e68
com.liferay	com.liferay.frontend.editor.tinymce.web	4.0.4	jspc	44cee1b1808a5331fe9d958f5c61cbe25236e805
com.liferay	com.liferay.frontend.editor.tinymce.web	4.0.5		be477b81a5eef2dca8d92e8bd399b3c0abe50a39
com.liferay	com.liferay.frontend.editor.tinymce.web	4.0.5	jspc	ba3efafdcf73634dc42453acf600f6529e35cb83
com.liferay	com.liferay.frontend.editor.tinymce.web	4.0.6		1d0579f0f1b860ed4333767d50ff2d6128e23b88
com.liferay	com.liferay.frontend.editor.tinymce.web	4.0.6	jspc	9c84f55aee9710138a2aae341f40fef0ce4faca1
com.liferay	com.liferay.frontend.editor.tinymce.web	4.0.7		5b5e43b6e4ad7923af287c53a04ac7d631a37acb
com.liferay	com.liferay.frontend.editor.tinymce.web	4.0.7	jspc	6c457d7cc377460b469fe5cb88bf613e7fef7f51
com.liferay	com.liferay.frontend.editor.tinymce.web	4.0.8		14b501c698e2328da1a50468317104fad711e612
com.liferay	com.liferay.frontend.editor.tinymce.web	4.0.8	jspc	bc676bc6acdc87ae9634ffefe75c280024fff90c
com.liferay	com.liferay.frontend.editor.tinymce.web	4.0.9		7670b0d6e8dd065ca7905871d755214d546652ca
com.liferay	com.liferay.frontend.editor.tinymce.web	4.0.9	jspc	99d2d7389a36753c9cf3684d28c713458bb20e5e
com.liferay	com.liferay.frontend.editor.tinymce.web	5.0.0		d4456b91c10b24ab608d702b17f9beba0452780a
com.liferay	com.liferay.frontend.editor.tinymce.web	5.0.0	jspc	e3d339830dc84f4297462a379a73eed1daff4237
com.liferay	com.liferay.frontend.editor.tinymce.web	5.0.1		601c2f422b1286e2cc10abd4639874a01f6406a1
com.liferay	com.liferay.frontend.editor.tinymce.web	5.0.1	jspc	d849ef03138c93ffb8d10c7ecf9d12f0a9f14a3d
com.liferay	com.liferay.frontend.editor.tinymce.web	5.0.10		80e54f6b58a6323e7c92ff29c5ad1411a7844d46
com.liferay	com.liferay.frontend.editor.tinymce.web	5.0.10	jspc	952338efd160992e12347b068c191a22d67fab56
com.liferay	com.liferay.frontend.editor.tinymce.web	5.0.11		f09abf32a25c39e102c0b1c7a561b107720a1d4e
com.liferay	com.liferay.frontend.editor.tinymce.web	5.0.11	jspc	0485ee4118685c7207a99e408062b683c2f30904
com.liferay	com.liferay.frontend.editor.tinymce.web	5.0.12		b212db23110acf1cd8867e3ab6693b2762db1ce4
com.liferay	com.liferay.frontend.editor.tinymce.web	5.0.12	jspc	098e3d127e93fc90b45da35fa9a859ddab18b295
com.liferay	com.liferay.frontend.editor.tinymce.web	5.0.13		bdaed5e3d4eeb165ed739cd5ee51ef570787e618
com.liferay	com.liferay.frontend.editor.tinymce.web	5.0.13	jspc	a1f31c3d9ef29debbf552d62d923e4f0082f5086
com.liferay	com.liferay.frontend.editor.tinymce.web	5.0.14		be6a98a750d0939e11d0ec2531904e9557d77470
com.liferay	com.liferay.frontend.editor.tinymce.web	5.0.14	jspc	2f826807e052a0a750f6336d7a30982c6d9fbdd8
com.liferay	com.liferay.frontend.editor.tinymce.web	5.0.15		f69397a2a809ddd5283d5d46215a1780946993f7
com.liferay	com.liferay.frontend.editor.tinymce.web	5.0.15	jspc	99aa99912d8ad5509b1f23e72181ac64e34cad83
com.liferay	com.liferay.frontend.editor.tinymce.web	5.0.2		0d456c1e3662ba2ba04ce062318f5ff08d38b448
com.liferay	com.liferay.frontend.editor.tinymce.web	5.0.2	jspc	cb21d7ddf2485719c6217b7cfa99fd34179a6317
com.liferay	com.liferay.frontend.editor.tinymce.web	5.0.3		013adcfbd75e9a685da2e072f21775b030d2e8d3
com.liferay	com.liferay.frontend.editor.tinymce.web	5.0.3	jspc	fdd3c3c9a4dbab9b9c16156896583875a88e371c
com.liferay	com.liferay.frontend.editor.tinymce.web	5.0.4		62d26dd22a78609136d3cfdb1769b5cf45ec0967
com.liferay	com.liferay.frontend.editor.tinymce.web	5.0.4	jspc	1406986a886a6e3e69c642f1805d6453186f6989
com.liferay	com.liferay.frontend.editor.tinymce.web	5.0.5		0a3b787e651bcaf8b52bab46ec8bf54a9a894fde
com.liferay	com.liferay.frontend.editor.tinymce.web	5.0.5	jspc	a070c33d247b586e5111460d058f857a25775a7a
com.liferay	com.liferay.frontend.editor.tinymce.web	5.0.6		962320abd9dc9e8722c7ede7404a39ecedd46ca8
com.liferay	com.liferay.frontend.editor.tinymce.web	5.0.6	jspc	0c50d8920d9f43cc7432546ffaddc8ccd44de42b
com.liferay	com.liferay.frontend.editor.tinymce.web	5.0.7		2036bec9fe14f241d92da761c4ea7ee11333f152
com.liferay	com.liferay.frontend.editor.tinymce.web	5.0.7	jspc	e8ccc33e6e266862fa03c02c49926494a454a29c
com.liferay	com.liferay.frontend.editor.tinymce.web	5.0.8		de2585f83da255325588178b0535d95aa6f9780b
com.liferay	com.liferay.frontend.editor.tinymce.web	5.0.8	jspc	4f35b542d612ae98f8776428b4b98d6bbcb44107
com.liferay	com.liferay.frontend.editor.tinymce.web	5.0.9		bb4764b6ad8b09c74707f464697b604acc5838dd
com.liferay	com.liferay.frontend.editor.tinymce.web	5.0.9	jspc	1559ccef44b4be05c597995593261175ca3922f2
com.lihaoyi	ammonite-sshd_3.4.3	3.0.0		9701b480b0983c66ad46b601c9e892516afd917d
com.lihaoyi	ammonite-sshd_3.4.3	3.0.0-2-6342755f		5757186ef13352178c48d08e3b4476200c48b472
com.lihaoyi	ammonite-sshd_3.4.3	3.0.1		1d3a760da7f40873a1296d5161102be8398e78ef
com.lihaoyi	ammonite-sshd_3.4.3	3.0.2		7bf87a204c9b1955769bbf47c996142db9bab390
com.lihaoyi	ammonite-sshd_3.4.3	dev-0-5b8ba21		88b9d89a0563640eee9fa464950ec4fd6233308a
com.lihaoyi	ammonite-sshd_3.4.3	dev-0-c7a1191		e5657f873f41b983c4b7288a6b2d635825c818c1
com.lihaoyi	mill-scala-compiler-bridge_2.12.18	0.0.1		c84c13dd96c9244fb5508b7ffa0aa50756f5eed6
com.link-intersystems.commons	lis-commons-math	1.3.0		edf30df52a20906490ee9c7b90b84b14574c70fd
com.link-intersystems.commons	lis-commons-math	1.3.0-rc1		9d85378c4f0c18d12fff0fa8356e2b63607e4801
com.link-intersystems.commons	lis-commons-math	1.3.0-rc2		bb9fdb09ecc215c1ce0c5b41a9d4c81237eac912
com.link-intersystems.commons	lis-commons-math	1.4.0		d711617d77a04f569da7aa1d8e5b20118fe32cc8
com.link-intersystems.commons	lis-commons-math	1.4.1		4861a2322558944592bf060bdb4f36c06cb3eac3
