academy.alex	custommatcher	1.0		db8fadf4836f39012608b5fd3cfe09f275bd6cb5
io.kotest	kotest-common-iosarm32	4.6.3	metadata	2ab65ba3992386e8e4b8ed59d1b76797796640f6
io.kotest	kotest-common-iosarm32	4.6.4		N/A
io.kotest	kotest-common-iosarm32	4.6.4	metadata	67cad4cbf45d34c5653836056d2d12daed666035
io.kotest	kotest-common-iosarm32	5.0.0		N/A
io.kotest	kotest-common-iosarm32	5.0.0	metadata	4f97c153e9ad09af89a64d4002f68964768ea4db
io.kotest	kotest-common-iosarm32	5.0.0.M1		N/A
io.kotest	kotest-common-iosarm32	5.0.0.M1	metadata	3a9197c3bd82812e394531f9e3869c9442655c14
io.kotest	kotest-common-iosarm32	5.0.0.M2		N/A
io.kotest	kotest-common-iosarm32	5.0.0.M2	metadata	fcd0a0d2495beb4e868e27e909a0b02298be13c1
io.kotest	kotest-common-iosarm32	5.0.0.M3		N/A
io.kotest	kotest-common-iosarm32	5.0.0.M3	metadata	3ea4c80617af4f33c5ee91c2faf9974c6f3488af
io.kotest	kotest-common-iosarm32	5.0.0.M4		N/A
io.kotest	kotest-common-iosarm32	5.0.0.M4	metadata	61eee61edbf6898be2d454317732c543300dd263
io.kotest	kotest-common-iosarm32	5.0.0.RC		N/A
io.kotest	kotest-common-iosarm32	5.0.0.RC	metadata	20333e7813940ffdfd1f58ccc28e23c74e9859ba
io.kotest	kotest-common-iosarm32	5.0.0.RC2		N/A
io.kotest	kotest-common-iosarm32	5.0.0.RC2	metadata	15c7e6ef1451c54c6e3465352617463f19c72248
io.kotest	kotest-common-iosarm32	5.0.1		N/A
io.kotest	kotest-common-iosarm32	5.0.1	metadata	e71b0f3c1389cd50c7fecb059acd9aa333780246
io.kotest	kotest-common-iosarm32	5.0.2		N/A
io.kotest	kotest-common-iosarm32	5.0.2	metadata	d8e8f7914bb6bd8ace6bf2fa7280958f2ad47ba1
io.kotest	kotest-common-iosarm32	5.0.3		N/A
io.kotest	kotest-common-iosarm32	5.0.3	metadata	8788451d637c6fd45caacd9440c8abc3aa5e6de8
io.kotest	kotest-common-iosarm32	5.1.0		N/A
io.kotest	kotest-common-iosarm32	5.1.0	metadata	259f99e65e66ff1d90c124adcdc6cb0d532d2cd5
io.kotest	kotest-common-iosarm32	5.2.0		N/A
io.kotest	kotest-common-iosarm32	5.2.0	metadata	6800a3925664a6493114c995c78f8e69b2b97822
io.kotest	kotest-common-iosarm32	5.2.1		N/A
io.kotest	kotest-common-iosarm32	5.2.1	metadata	565e6d61b8491b30a9e64a9cb7e88316d4103dbf
io.kotest	kotest-common-iosarm32	5.2.2		N/A
io.kotest	kotest-common-iosarm32	5.2.2	metadata	3adab1c24648e16455130870d603bdda13e037b3
io.kotest	kotest-common-iosarm32	5.2.3		N/A
io.kotest	kotest-common-iosarm32	5.2.3	metadata	01be3a292bf95f144fc32e1e58327c68a22e6397
io.kotest	kotest-common-iosarm32	5.3.0		N/A
io.kotest	kotest-common-iosarm32	5.3.0	metadata	1e020a4e9c7de4be0bb5666de3aec648ecc9a99b
io.kotest	kotest-common-iosarm32	5.3.1		N/A
io.kotest	kotest-common-iosarm32	5.3.1	metadata	a5d5b664cb3e272ea1c0618e26219be9daacbcd5
io.kotest	kotest-common-iosarm32	5.3.2		N/A
io.kotest	kotest-common-iosarm32	5.3.2	metadata	3d207462ddf2547b43df168fa7fd86f0ba4395d2
io.kotest	kotest-common-iosarm32	5.4.0		N/A
io.kotest	kotest-common-iosarm32	5.4.0	metadata	a41b3f2395f011f2dde6d40b8a92ce87c6e24ae4
io.kotest	kotest-common-iosarm32	5.4.1		N/A
io.kotest	kotest-common-iosarm32	5.4.1	metadata	a0da61fcd9bc8859b29a901deb66adf4e399051c
io.kotest	kotest-common-iosarm32	5.4.2		N/A
io.kotest	kotest-common-iosarm32	5.4.2	metadata	998a12d3ed649372e5ebcf52022f9cf7f1c0dd21
io.kotest	kotest-common-iosarm32	5.5.0		N/A
io.kotest	kotest-common-iosarm32	5.5.0	metadata	089aa03e62bb443b4649868a11a7229b1cbfc0cb
io.kotest	kotest-common-iosarm32	5.5.1		N/A
io.kotest	kotest-common-iosarm32	5.5.1	metadata	bffb1e8394c5b8ae7ef0f33042cecf246debaf12
io.kotest	kotest-common-iosarm32	5.5.2		N/A
io.kotest	kotest-common-iosarm32	5.5.2	metadata	707bc47e082dec6cf786cf9b3cd8a7fc5b54530f
io.kotest	kotest-common-iosarm32	5.5.3		N/A
io.kotest	kotest-common-iosarm32	5.5.3	metadata	1627d94fcffc1a3add6d9b5c23bf83742016e971
io.kotest	kotest-common-iosarm32	5.5.4		N/A
io.kotest	kotest-common-iosarm32	5.5.4	metadata	f32a6a635e4bb2e0be5aea1612f9405770fcd0bb
io.kotest	kotest-common-iosarm32	5.5.5		N/A
io.kotest	kotest-common-iosarm32	5.5.5	metadata	6d80ead23e9978f45a8b5b37debb4c8719db887b
io.kotest	kotest-common-iosarm32	5.6.0		N/A
io.kotest	kotest-common-iosarm32	5.6.0	metadata	118dd349aa1f965e8a1854a267e3dce5ebd3e0eb
io.kotest	kotest-common-iosarm32	5.6.1		N/A
io.kotest	kotest-common-iosarm32	5.6.1	metadata	91f6ecc8974886d079da1ac0a2f7c9ce9b334535
io.kotest	kotest-common-iosarm32	5.6.2		N/A
io.kotest	kotest-common-iosarm32	5.6.2	metadata	88c4f84ba10e573fb4098fec7dbdc3169d53fdc3
io.kotest	kotest-common-iosarm32	5.7.0		N/A
io.kotest	kotest-common-iosarm32	5.7.0	metadata	9f62af60b711459c816d04bcff84bfb286803758
io.kotest	kotest-common-iosarm32	5.7.1		N/A
io.kotest	kotest-common-iosarm32	5.7.1	metadata	77381dd2d4ada08073aacb872ef30042da347ff5
io.kotest	kotest-common-iosarm32	5.7.2		N/A
io.kotest	kotest-common-iosarm32	5.7.2	metadata	1ceb2895e4381808d2e4efdf3f32d5cd018e8d81
io.kotest	kotest-common-iosarm32	5.8.0		N/A
io.kotest	kotest-common-iosarm32	5.8.0	metadata	e1cef539b9973445c682ab972334e341cd6e5f13
io.kotest	kotest-common-iosarm32	5.8.1		N/A
io.kotest	kotest-common-iosarm32	5.8.1	metadata	59e02c6d365c77a266350b6980e49eb239d2100a
io.ktor	ktor-serialization-kotlinx-tests-watchosdevicearm64	2.3.13		03cee199be1c2a5f42d7a505d2481de478011b88
io.ktor	ktor-serialization-kotlinx-tests-watchosdevicearm64	2.3.13	metadata	f889396f540b151cc2ee01854863ae0e2d048389
io.ktor	ktor-serialization-kotlinx-tests-watchosdevicearm64	3.0.0		76e247334822b26b6495ca200d2b63cca1bcbdd2
io.ktor	ktor-serialization-kotlinx-tests-watchosdevicearm64	3.0.0	metadata	4fc4b6eb8080e5066bfc553a2eb3cba89e78504a
io.ktor	ktor-serialization-kotlinx-tests-watchosdevicearm64	3.0.0-rc-2		1bf0bbad940c2db34029015ce3d64cc92e4c0f1d
io.ktor	ktor-serialization-kotlinx-tests-watchosdevicearm64	3.0.0-rc-2	metadata	47178f0c07f5f17ea5f87bde9f5a90e0ac050ccf
io.ktor	ktor-serialization-kotlinx-tests-watchosdevicearm64	3.0.1		1ed3e91083470cdd7be2c22e0f774de071361cb9
io.ktor	ktor-serialization-kotlinx-tests-watchosdevicearm64	3.0.1	metadata	ff98a639e04c8e4a7af51a74e81832acd5f0e1db
io.ktor	ktor-serialization-kotlinx-tests-watchosdevicearm64	3.0.2		bf124fa625dc437fc6c84ee2f60e0647e763c2cd
io.ktor	ktor-serialization-kotlinx-tests-watchosdevicearm64	3.0.2	metadata	0f5a9dea7f6e241e93c660eb41498eb723cc1114
io.ktor	ktor-serialization-kotlinx-tests-watchosdevicearm64	3.0.3		907ca160b89476cf10408eac12dfba72c2f1a10b
io.ktor	ktor-serialization-kotlinx-tests-watchosdevicearm64	3.0.3	metadata	bf225652fa5f935d36e8db41016c94a7710c5e6c
io.ktor	ktor-serialization-kotlinx-tests-watchosdevicearm64	3.1.0		ae99f85f247fa1e11f4708928352caa41e08b6f6
io.ktor	ktor-serialization-kotlinx-tests-watchosdevicearm64	3.1.0	metadata	7ccbcab84bd0627b0e7404230397a735f38d3320
io.ktor	ktor-serialization-kotlinx-tests-watchosdevicearm64	3.1.1		acecd92ecd22c1b787e902f8e93d4a17692949c2
io.ktor	ktor-serialization-kotlinx-tests-watchosdevicearm64	3.1.1	metadata	66b0d87c8ee6f673f6b1323871919902b5430421
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	3.0.0		5fd8f30cd3db6d5e79fecd0d10d5a80640c1fe17
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	3.0.0-M10		36d50c4584ff7284617855939aeb9665c1518028
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	3.0.0-M11		2f40d200d93d92805533241b8e56af5432b96cfe
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	3.0.0-M12		0bba6e6af0f9be05ba5105e44718c1051eba9fa8
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	3.0.0-M13		eb041ee2db36eed8f4ee5b53a98c48eff71b1013
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	3.0.0-M14		dedbc2d573510a540f8371d53b48aaf65311351b
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	3.0.0-M3		284a45f28207b2ad0ff1b924a3bad1f34e7ca9e4
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	3.0.0-M4		71c95446b84fcfe53376c760ae771c564fb51169
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	3.0.0-M5		35edacf8f2f21d275a71a4afdbca3a07cfb1aec4
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	3.0.0-M6		e307ab376027bf04c24aa49b22f002e369938dba
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	3.0.0-M7		14d0a6091946f03431e1ce75ef145f90181bd94c
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	3.0.0-M8		e7e7188b2778ac93cd860f7628c940ebd2bc5db4
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	3.0.0-M9		41b89378f2e0c12edc5de8e09adbc3a4214aeb7a
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	3.0.1		f134f1b0ffda359715619daad4054894d8a388ef
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	3.0.2		68526fd3b29caa075a18c3514d1641cabda9310d
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	3.0.3		14427fa7d8c65f333f02c8ede81eca1302135779
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	3.0.4		0ef62603ace6ec795ac9a182984199ab994419b6
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	3.0.5		ad8bb834826df172d70ccb3f840dbd73bbf1a139
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	3.0.6		fe49d302080aa143158943c5a4cc2cc914e05c19
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	3.0.7		18c2b19e142d2e37660f37827af60f4a15a6286e
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	3.1.0		bb72b8f535e9c1efee3de61252d2ca7980c9004d
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	3.2.0		050d789ef468679a64c03d87e88d0e44fdcf527c
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	3.3.0		b0baddd1a92c79870dcf086d7ca261b7b21c834e
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	3.4.0		2d9f59a9363051621643b2f819ae453e5365ef1f
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	3.5.0		d7ebb2d64d2079962af3c6d500667181386ced5d
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	3.5.1		ede1d906e4f79497c29b8d6f2057fc0711c98406
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	3.6.0		bf4dc95e0bee9e9f1ddbd5256c96f487394bf8d0
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	3.6.1		fc412f6c3799f15adb0500e83798aa401eebf281
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	3.6.2		98b89e3d0ad1d29be99d758fd214d7979c701890
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	3.7.0		f47199fb42b60b9bfa48c227a8aab91ce88b6a47
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	3.7.1		7c339ee99d1650d89e518a6b09f225a72302a294
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	3.7.2		d9aadd887582322fda6caa3fb4f790b59e7b363c
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	3.8.0		62a116d9088f905ba7e19ebb964b6bdeb41268a7
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	3.9.0		2bc5235db17ab7e9a9ef11019317ff745769047c
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	3.9.1		3f1b9b25921136aaf64b77f72f2c6b5bb216ea57
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	4.0.0		153ca226c2b2fcc5187dcaae17e81aa68ba1186c
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	4.1.0		9607f40122c63429f9dd2924b94601c214fefd94
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	4.1.1		18220e739252c0e37896b984f089cb003e5fe97e
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	4.2.0		058d65aa2f75a86ebd2d211c87c3e860762c685c
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	4.2.1		629d07f0f9403dde0e0cbf30f0c4f7ebeb442ec4
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	4.3.0		ece21e27563a9b27897a5083367d97b03a05042a
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	4.3.1		b2ec0f54933abbda1dc6cc854817e634bc7dc615
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	4.3.10		0c7dccfe7bbcaeffa7f6b6261f2caeb97f54958a
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	4.3.11		33f7af988c33530964439e12e8a56a9f1777a4a9
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	4.3.2		e974fb89f0a8e6ae30e34f8f8ae94ca49b3ea257
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	4.3.3		848112cf0a30fe8ca70098a68c2844189687ad2f
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	4.3.4		b18cd978ad27931bf7728b007a83f5b1061a3f71
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	4.3.5		439380b60067ecffe67b80fc62fed1213c1aecd7
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	4.3.6		4edc597f603758288a7f1ebc0f76d6a214292e0f
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	4.3.7		54708ffb3c8ac9a168335c1996c96bfea0d7f770
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	4.3.8		4f43cf3e2edda48b96db4aa7abb39eeb9897b3f0
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	4.3.9		908b56e825a0a686fddacf31308f0626ad2da4f3
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	5.0.0		5a91694613cb7deaca78662edbe9021483715f7d
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-keymanagement	5.0.1		ed89e7562dcf1012c0d0b64a04b4365ec757d9c0
io.qtjambi	qtjambi-plugin-qsqljdbc-jre8-native-linux-x64	5.15.5		9df152ebba64eff367090c887889c41245cf73c7
io.qtjambi	qtjambi-plugin-qsqljdbc-jre8-native-linux-x64	6.2.3		70c1044f3041bbb55829737af0909fdfc174c0b5
io.qtjambi	qtjambi-plugin-qsqljdbc-jre8-native-linux-x64	6.3.0		69f8bc0d8219eafd52b28fd35899a7e8ea9883fc
io.spot-next	spot-spring-web-support	1.0.0-BETA-20180807-68abee4		5f6a84decd78b7bc9e235b7e83c3cb0b536d6519
io.spot-next	spot-spring-web-support	1.0.1-BETA-20180807-59c67be		ef69ae5c60409f2e5d20ebaa7c5f1baba8c5702e
io.spot-next	spot-spring-web-support	1.0.10-BETA-20180923		83a8373ad3f48048147f5556eb40eaf8d6bb0c42
io.spot-next	spot-spring-web-support	1.0.11-BETA-20181019		e7a83010ae7103296f73349da6ab400e949bddff
io.spot-next	spot-spring-web-support	1.0.12-BETA-20181023		03ad77e87db98baa083c0b88c41604030ef49062
io.spot-next	spot-spring-web-support	1.0.13-BETA-20181029		280059e845512c63744773c99ef4f391abe6be07
io.spot-next	spot-spring-web-support	1.0.14-BETA-20181107		b011f0bf025f72cfd7ccfc65e2bc85ccd330ffea
io.spot-next	spot-spring-web-support	1.0.15-BETA-20181112		98c50ec75bf106df3d693f39a065782e791b5213
io.spot-next	spot-spring-web-support	1.0.16-BETA-20181113		ec9440096d974d0b70d81fca6e8d172d585aea22
io.spot-next	spot-spring-web-support	1.0.17-BETA-20181114		f60bd519f708bac0d2d27ba3f373b2be4e5d1dcf
io.spot-next	spot-spring-web-support	1.0.18-BETA-20181115		37837c89a6349deffbe99d7e5e3ffe0f1fc22bbc
io.spot-next	spot-spring-web-support	1.0.19-BETA-20181127		fa49861ffeb16507b88812503d7fe43f4f47b322
io.spot-next	spot-spring-web-support	1.0.2-BETA-20180809-d30d1c6		e847b89211dcef2221f073b3d5ca6bfb4fc10178
io.spot-next	spot-spring-web-support	1.0.20-BETA-20181129		6ddeaafd5cbe55074cf9b7d3313851e11d789082
io.spot-next	spot-spring-web-support	1.0.21-BETA-20190513		94922e1edf735f76cfc6d5122dd86e01e7359606
io.spot-next	spot-spring-web-support	1.0.3-BETA-20180811-5cf1f7a		6f22f1a1949e602c4a1b3bf6fcc153147133d06b
io.spot-next	spot-spring-web-support	1.0.4-BETA-20180811-00374fa		51e9805ef7f8ac5e3d3e69ee80aadd49f70140cd
io.spot-next	spot-spring-web-support	1.0.5-BETA-20180813		3320d310aaa0f2d342415af5d0a415064000aa1e
io.spot-next	spot-spring-web-support	1.0.6-BETA-20180817		efd9a14ca474c93325ada1f48e8b7483fd74b3a7
io.spot-next	spot-spring-web-support	1.0.7-BETA-20180827		5380f0ce466292605b30a952c83037d580f0aa3a
io.spot-next	spot-spring-web-support	1.0.8-BETA-20180902		5f452c71985d2af56ec3cef41ef8a31654223941
io.spot-next	spot-spring-web-support	1.0.9-BETA-20180913		8d2961d82637c7d2a0042bc6e39c1401034c54ed
io.takari.bpm	persistence-mapdb	0.10.0		864feb0f3cb6f14f744b16792c0ef8069338d2b8
io.takari.bpm	persistence-mapdb	0.10.1		db1ef22ab2212c390685045cbabc21f6e4feaabf
io.takari.bpm	persistence-mapdb	0.10.2		bbceee3555c4d48fbc6121785ef176159bc52ff7
io.takari.bpm	persistence-mapdb	0.10.3		69e18dc65430a7fed06596c7c6fd31a8f4ba73c3
io.takari.bpm	persistence-mapdb	0.11.0		97d3808b35864d36b0d8e025e9759514d9ad0d83
io.takari.bpm	persistence-mapdb	0.12.0		49cd82a8de8c8a1980bf2879942d02b216cccbf6
io.takari.bpm	persistence-mapdb	0.20.1		5a2a66dc1514cfa288b561cd5dd3f9ad77e91404
io.takari.bpm	persistence-mapdb	0.21.0		dd2f483db6bbf6973811790c8fe99a424a6b7356
io.takari.bpm	persistence-mapdb	0.21.1		467ee51e7aa29fbd31d644785127630ed1d7ab60
io.takari.bpm	persistence-mapdb	0.22.0		a003b6f1fed5b84245a674038f996a3902d511f9
io.takari.bpm	persistence-mapdb	0.23.0		9b324619320eaa032643553e6dde1637a293b016
io.takari.bpm	persistence-mapdb	0.24.0		ba671e40ce52085d460523edf4a6d36a2ead5297
io.takari.bpm	persistence-mapdb	0.25.0		215e3924593e0f912f847a0457bb57c2f6558da7
io.takari.bpm	persistence-mapdb	0.26.0		5be5146d12fa73494d84092fbd6b66df8156d44e
io.takari.bpm	persistence-mapdb	0.26.1		dd16ef8553601067f70348a1bbf82082020b89ae
io.takari.bpm	persistence-mapdb	0.27.0		4c5db935e8a12cc6e365ff08399103979c268c08
io.takari.bpm	persistence-mapdb	0.28.0		eb551ef2563b80fab381132e991b94b710dfee37
io.takari.bpm	persistence-mapdb	0.29.0		d4d1298c5ff50b4094a62c9a7c45fc7c69a53d7a
io.takari.bpm	persistence-mapdb	0.30.0		95d76a8b42b0c7964af407bef702e0568b6c3052
io.takari.bpm	persistence-mapdb	0.31.0		770df001f328550965d44ff0cfde79a00d0320bf
io.takari.bpm	persistence-mapdb	0.31.1		9d4592d4e583d93afce281422de7e32fc1eb837f
io.takari.bpm	persistence-mapdb	0.31.2		c0d173c9ff51b35550f2df0a85eec23f7bd69448
io.takari.bpm	persistence-mapdb	0.32.0		75b0c5eadf2559addb5de26bea9fab15311a37c9
io.takari.bpm	persistence-mapdb	0.32.1		cff8087a313e791a2af706d47732b0ceed94dc67
io.takari.bpm	persistence-mapdb	0.33.0		77e8087446f07d80c23e51f9591223d4446c73d0
io.takari.bpm	persistence-mapdb	0.33.1		7e7ea4cf31f19f2e0679eed1f96fca08230d271f
io.takari.bpm	persistence-mapdb	0.34.0		fc48916060ef17511304d23734db0e758d204300
io.takari.bpm	persistence-mapdb	0.35.0		727594487e2f30908c2469988c0f34e384611a83
io.takari.bpm	persistence-mapdb	0.36.0		45c187f2c7b95a58f2fb8d63731635fe93e046fc
io.takari.bpm	persistence-mapdb	0.36.1		df6b8851239901627a759b732b5d06d2b3876819
io.takari.bpm	persistence-mapdb	0.36.2		7e733b4a4971720c6cf7b103b4800cb7d5438af2
io.takari.bpm	persistence-mapdb	0.37.0		67443d02b40d548e60dbe17edc60f3f1e1990211
io.takari.bpm	persistence-mapdb	0.38.0		fbbf74fb67d2939b8cdf71e1efb56da7165c7f6c
io.takari.bpm	persistence-mapdb	0.39.0		2ee2d93cdd6d6ca316b14fb73b1d70d85bf48055
io.takari.bpm	persistence-mapdb	0.40.0		a223edfa412c4199188fa5233b1be21b1d0fa037
io.takari.bpm	persistence-mapdb	0.41.0		f5d6e3af3fce535edf7f46b29e8ed6a59d82aa01
io.takari.bpm	persistence-mapdb	0.42.0		5263e41f9e323191066c9b802e74c81d963ec0a5
io.takari.bpm	persistence-mapdb	0.43.0		d0b4f27774db3070dad219274c7252e0bbd31381
io.takari.bpm	persistence-mapdb	0.44.0		803f3605356a6c2c03df4284df24520695c31bd7
io.takari.bpm	persistence-mapdb	0.45.0		e9089232231bcfc186febfc164ecbed5872ff95e
io.takari.bpm	persistence-mapdb	0.46.0		bb3070925eda107338ec2c243a96a734b39557c1
io.takari.bpm	persistence-mapdb	0.47.0		f11cee44e9d9b78ebaeb13354d6947fafbc526c6
io.takari.bpm	persistence-mapdb	0.47.1		8acca3f051473add00e76c964c54331363bb6a0c
io.takari.bpm	persistence-mapdb	0.48.0		3f726f6f8717c68482457a8aff9e8917b1c3f850
io.takari.bpm	persistence-mapdb	0.49.0		dc257237566f766731158b27a08a442bcbbc9758
io.takari.bpm	persistence-mapdb	0.50.0		cf69191d1693afbf9aba4917cd763316d9d19677
io.takari.bpm	persistence-mapdb	0.51.0		72e0750ddc3fbd80ecf602a2125df12e5b04cffd
io.takari.bpm	persistence-mapdb	0.51.1		df09ee53fbea91f086c49f32a608f4f70e950df8
io.takari.bpm	persistence-mapdb	0.52.0		b41a0c3c0cfa69bfa9b3565b4165c906e49902f9
io.takari.bpm	persistence-mapdb	0.52.1		d3a9c41864d147faefe5c852eaa245dad65b14de
io.takari.bpm	persistence-mapdb	0.53.0		71524317b4530e704090dd037dd9231198f703cf
io.takari.bpm	persistence-mapdb	0.54.0		2d6ba82c7f487828ef22bb61f1eafdf43e31444c
io.takari.bpm	persistence-mapdb	0.55.0		ff28b737a0af59c6b998ae0597dd8df090f65f9a
io.takari.bpm	persistence-mapdb	0.56.0		1aacf225ec44b8859fe3ed25b7d3448a5fb39d4a
io.takari.bpm	persistence-mapdb	0.56.1		58f10f47a7087520d0702850187de66951736f65
io.takari.bpm	persistence-mapdb	0.57.0		2c9ed37838311f59ad3b3346cda3593868ec5ee9
io.takari.bpm	persistence-mapdb	0.58.0		e64d99cb76ad6ee1b451e7ec5681ee3400a9acdc
io.takari.bpm	persistence-mapdb	0.58.1		428a77c8286f29e2dcbce85b815b35f07e7bff08
io.takari.bpm	persistence-mapdb	0.58.2		477bef11bb773ab8d57d647028c0b49088861d7a
io.takari.bpm	persistence-mapdb	0.59.0		f3d23a322998a1f40843f4a030afd1f40da58e87
io.takari.bpm	persistence-mapdb	0.7.0		16ca96e10033df3d23a2c8ce19dbeb438c7e7618
io.takari.bpm	persistence-mapdb	0.7.1		a3adbaea3f4f1738c9a119bcbc3e629d5e4338fa
io.takari.bpm	persistence-mapdb	0.7.2		0290fdb410e17e7b4a3d64ef6a35a99d4f0ca545
io.takari.bpm	persistence-mapdb	0.7.3		d22287e121181f135e558d1661baae7babd50dc6
io.takari.bpm	persistence-mapdb	0.8.0		58d551fd7ce7ba0b46cb48f2e9ca49137c2ef460
io.takari.bpm	persistence-mapdb	0.8.1		a6178156a509471c8b7e6aea0cec0a65c3d023c2
io.takari.bpm	persistence-mapdb	0.8.2		827c311c5a57287f0af824b7fc742ee1eeb80ede
io.takari.bpm	persistence-mapdb	0.8.3		7555d7b4720b9ebda510f63cea43fda5ac7e351a
io.takari.bpm	persistence-mapdb	0.8.4		79a7f9986d554067ea4b438d65f687376a6b2401
io.takari.bpm	persistence-mapdb	0.8.5		8d1fcb628944f0f9228315e6501a1f44177d5026
io.takari.bpm	persistence-mapdb	0.8.6		34633328946111d75715816efa6267f12f414e4d
io.takari.bpm	persistence-mapdb	0.8.7		2feeaf654fe61823e8dbb4c46b6064bcc413a03f
io.takari.bpm	persistence-mapdb	0.8.8		c946a281e098d676df6869a757a7a66d340f7933
io.takari.bpm	persistence-mapdb	0.8.9		b5387c11b7f967c89209fecde89216bb9ad53a48
io.takari.bpm	persistence-mapdb	0.9.0		8fe11f6011e53d961c774d3f0ab2445e5e4d8a41
io.takari.bpm	persistence-mapdb	0.9.1		d99f26ec3bd4a72e3a494bfa0a736dc3fb7329a8
io.takari.bpm	persistence-mapdb	0.9.2		594a1cf3fd9f59b9208d77078e4778f94e1e8b9d
io.takari.bpm	persistence-mapdb	0.9.3		781fae7066e9474f1464bd67e71c62c71251ee1b
io.takari.bpm	persistence-mapdb	0.9.4		856b0b57daa949f37310347344030049fb1cdf8b
io.takari.bpm	persistence-mapdb	0.9.5		f5bc3695ab61a166e79f9045bcd4fdcf57c9a35b
io.takari.bpm	persistence-mapdb	1.0.0		c1ed9f6b5d9352f2f4febeaa09dfbad4c99953c8
io.takari.bpm	persistence-mapdb	1.0.1		8f76da7310ba5db4fe53e1a95a8fed2e52a39b9e
io.takari.bpm	persistence-mapdb	1.0.2		172e829d900985bbb8fbb91b6b4db48185c0f423
io.takari.bpm	persistence-mapdb	1.0.3		34b88d3ed8f6624d3b60d83725121098776c1bb5
io.tsdb.services	framework-common	0.1.0		c29a4ce6902f2250bfcf348f6377f067d64efd1d
io.tsdb.services	framework-common	0.1.2		5ce1c14e5651d9808b9df09e728fb887babc16b2
io.tsdb.services	framework-common	0.1.3		d7051204cd539478733996b9bc623325a392b7b3
