by.shostko	acollector-firebase-analytics	0.2.2		N/A
pl.chilldev.commons	commons-text	0.3.15		77bbb229b3e89834d1cab09c428ae9adc13660bc
pl.chilldev.commons	commons-text	0.3.16		65f4d0eb0bbfc4c5e2c9799495ccdf50fb751eb4
pl.chilldev.commons	commons-text	0.3.19		2334e91cddad01a98546efc7f0d3ef393786b08e
pl.chilldev.commons	commons-text	0.3.2		822d8f9c719a13128e1be000637ec5c4070f7c6a
pl.chilldev.commons	commons-text	0.3.6		2d9082126f24383a15deb3a6051491b0f47aebb8
pl.chilldev.commons	commons-text	0.3.7		8a30594818dc35c43083f1fe1bfeffa19bc477e0
pl.chilldev.commons	commons-text	0.3.8		426b4d188bab5370dc7bca5f1357abd7ceecab43
pl.chilldev.commons	commons-text	0.3.9		83a0cd3d6602cb6aa72253d9fd734273f59bbb72
pl.chilldev.commons	commons-text	0.4.0		f2e10d2abdf10b95ba4f600ff600ff39ba1ec922
pl.chilldev.commons	commons-text	0.4.1		c1efe0bc80440891a6700bd8ce91d24f944a604f
pl.chilldev.commons	commons-text	0.4.4		74d120845a8c963f6b4e747788b796437045aa2b
pt.kcry	sha_sjs1_2.12	2.0.0		7e0b8a439e5857c418b885d17cc56fc7e1e314f8
pt.kcry	sha_sjs1_2.12	2.0.1		dc7541f0799ed51357ff62f2dd0c279cbdec0eaf
pt.kcry	sha_sjs1_2.12	2.0.2		2f2cd8a0d469b37fb9b469212649cc2b198a38f3
se.ugli.durian	durian-core	0.5.3		83f3d01b2570e0dfbdfa7bcedd4252037d414b4e
se.ugli.durian	durian-core	0.5.4		873ffb2ad4ac7e6993f64c7bea4d57374af89d74
se.ugli.durian	durian-core	0.5.5		120152d1424c07e82b616eef21fd5e757fa2f22a
se.ugli.durian	durian-core	0.5.6		ef464a35c09a93e8a3144a70170a6592dcd52cb5
se.ugli.durian	durian-core	0.6.0		5b71f265aef01d0071a36a2670badeeaf8de9e31
se.ugli.durian	durian-core	0.6.1		31d9502d70db0902ecf2dfa96c33f4495a7ebfd9
se.ugli.durian	durian-core	0.6.2		36c6ceee1f3e05a16a3fa01dbfbf25fda80fba55
top.snowed	commercial-basic-spring-boot-starter	1.0.0		2c6b262751eae6b8c273b9473055b0ead7678670
top.snowed	commercial-basic-spring-boot-starter	1.0.1		76ce1d16585878b830da582d4a60b93737b8882c
uk.co.malleusconsulting.magnolia.dependencies.extended	extended-dependencies-module	1.1.1		951fc38d91e22824e8417d3e663889645f144440
uk.gov.gchq.stroom.auth	stroom-auth-service-api	6.0.32		4b1389770dce70a4e26b762fcaec07af2a95b7bc
uk.gov.gchq.stroom.auth	stroom-auth-service-api	6.0.32	all	8e5c61219389d4755a690b84ad38d4544f018d1a
