be.atbash.ee.security.octopus.opinionated	jsf	0.6		N/A
org.grails.plugins	async	6.0.0-M1		b6002b3f7a9d83c38beff8f97846a21bf3464046
org.grails.plugins	async	6.0.0-M2		e3b31024c79d1f89c627581f7d2fe58a6106bebd
org.grails.plugins	async	7.0.0-M2		517241b558d43a85b4375af2e0a9d6a2ae4b54db
org.grails.plugins	async	7.0.0-M3		0b1c160d5a1d2b9cfc24475991f03367a43360fd
org.jetbrains.spek	spek-data-driven-extension	1.1.0		597167ab28fd875fc6c32ba1c8245ab35980cacf
org.jetbrains.spek	spek-data-driven-extension	1.1.1		7c348e6b997c908cbc502341a5a21bf9687486b1
org.jetbrains.spek	spek-data-driven-extension	1.1.2		f47cc44159a7788cbc352fc86a0b62d2988735b4
org.jetbrains.spek	spek-data-driven-extension	1.1.3		5c06d3062ad7b8ed38778ab66b14e9d2490503c9
org.jetbrains.spek	spek-data-driven-extension	1.1.4		5c40a693ec80962dbc89501f171c1aacf001b638
org.jetbrains.spek	spek-data-driven-extension	1.1.5		07e7ffbb8db6689c83d82c86857d7dbb92d7da70
org.kordamp.ikonli	ikonli-feather-pack	1.9.0		23ffca72d4d0ef1269e0a7dfbab249cd4335b9ba
org.kordamp.ikonli	ikonli-feather-pack	11.0.0		a4868d74c82a563e389e603def6ace09f7d35176
org.kordamp.ikonli	ikonli-feather-pack	11.0.1		0892ec70659b8156b7f5fccbc7aac95374176e00
org.kordamp.ikonli	ikonli-feather-pack	11.0.2		205b6dd445c618465c5a72bb29cdd510e0c7cb93
org.kordamp.ikonli	ikonli-feather-pack	11.1.0		64f2209d0ad7c9437774f64026f27e1f614b25c1
org.kordamp.ikonli	ikonli-feather-pack	11.2.0		d7f9eee319cc5ccc63968936caa86f8e8951b316
org.kordamp.ikonli	ikonli-feather-pack	11.3.0		d489f3d85782f4ff45614cf5101fc856c2002e7c
org.kordamp.ikonli	ikonli-feather-pack	11.3.1		67b327954a53a5775f5b10c3435db83998a924f1
org.kordamp.ikonli	ikonli-feather-pack	11.3.3		a94e9fa6fee29a8a3a7570ca5a0e7aedfacdf4ff
org.kordamp.ikonli	ikonli-feather-pack	11.3.4		9ec90d21efc667411e9bf2353e15d05024e94deb
org.kordamp.ikonli	ikonli-feather-pack	11.3.5		63fd9d05f23fc818b441f53d0cf87afd8c73c359
org.kordamp.ikonli	ikonli-feather-pack	11.4.0		5f1b78efb3b9903ef1cbb948f0fdd86c4684aaae
org.kordamp.ikonli	ikonli-feather-pack	11.5.0		d8b0e55054508512a6c297aab81c4ae090f5b927
org.kordamp.ikonli	ikonli-feather-pack	12.0.0		b2cf8870d8c03831d6ca117f3396c693e1c5ab37
org.kordamp.ikonli	ikonli-feather-pack	12.1.0		b8427f6bede8937ce812e0a0e7db6e211632de81
org.kordamp.ikonli	ikonli-feather-pack	12.2.0		4be6cd9d4f1ba46459dded4d923e01493b1dd576
org.kordamp.ikonli	ikonli-feather-pack	12.3.0		0fa40b2e76e30d5703b128e6f12363fcd99d3ece
org.kordamp.ikonli	ikonli-feather-pack	12.3.1		5d2e77a7dc19f325b277b5369be7dafe1d413017
org.kordamp.ikonli	ikonli-feather-pack	12.4.0		d0c5153a949f30b21003b8074a2c39086280996d
org.kordamp.ikonli	ikonli-feather-pack	2.0.0		627bdcd2fb5306b0f1e8f99a5c70ccb72680d3e4
org.kordamp.ikonli	ikonli-feather-pack	2.0.1		59227ef539c84d38b10ae8bca15acfac4aed7740
org.kordamp.ikonli	ikonli-feather-pack	2.1.0		e13171040c0096284544425a1b8d64597e35f7cb
org.kordamp.ikonli	ikonli-feather-pack	2.1.1		685cffecc3be9f016f562651ae80cebdd515ab07
org.kordamp.ikonli	ikonli-feather-pack	2.2.0		1c7756143717d340ff948026a5535e06661c0c30
org.kordamp.ikonli	ikonli-feather-pack	2.3.0		e7c1607176807fa2a192f2786f99202b650c588f
org.kordamp.ikonli	ikonli-feather-pack	2.4.0		53f2fa6cabb26aefb4949e29185ca65ecbb60ef5
org.kordamp.ikonli	ikonli-feather-pack	2.5.0		83bd2e067343b13669526ad1af8e292c97fccf7b
org.kordamp.ikonli	ikonli-feather-pack	2.6.0		7428e8efc75a1d2bca94ddf88cb14873d610059c
org.mobicents.ussd	slee	3.0.0.2		N/A
org.mobicents.ussd	slee	3.0.10		N/A
org.mobicents.ussd	slee	3.0.11		N/A
org.mobicents.ussd	slee	3.0.12		N/A
org.mobicents.ussd	slee	3.0.13		N/A
org.mobicents.ussd	slee	3.0.14		N/A
org.mobicents.ussd	slee	3.0.15		N/A
org.mobicents.ussd	slee	3.0.16		N/A
org.mobicents.ussd	slee	3.0.17		N/A
org.mobicents.ussd	slee	3.0.18		N/A
org.mobicents.ussd	slee	3.0.21		N/A
org.mobicents.ussd	slee	3.0.22		N/A
org.mobicents.ussd	slee	3.0.23		N/A
org.mobicents.ussd	slee	3.0.24		N/A
org.mobicents.ussd	slee	3.0.25		N/A
org.mobicents.ussd	slee	3.0.26		N/A
org.mobicents.ussd	slee	3.0.27		N/A
org.mobicents.ussd	slee	3.0.28		N/A
org.mobicents.ussd	slee	3.0.29		N/A
org.mobicents.ussd	slee	3.0.3		N/A
org.mobicents.ussd	slee	3.0.30		N/A
org.mobicents.ussd	slee	3.0.31		N/A
org.mobicents.ussd	slee	3.0.32		N/A
org.mobicents.ussd	slee	3.0.33		N/A
org.mobicents.ussd	slee	3.0.4		N/A
org.mobicents.ussd	slee	3.0.5		N/A
org.mobicents.ussd	slee	3.0.6		N/A
org.mobicents.ussd	slee	3.0.7		N/A
org.mobicents.ussd	slee	3.0.8		N/A
org.mobicents.ussd	slee	3.0.9		N/A
org.mobicents.ussd	slee	7.0.34		N/A
org.mobicents.ussd	slee	7.0.35		N/A
org.mobicents.ussd	slee	7.0.36		N/A
org.mobicents.ussd	slee	7.0.37		N/A
org.mobicents.ussd	slee	7.0.38		N/A
org.mobicents.ussd	slee	7.0.39		N/A
org.mobicents.ussd	slee	7.0.40		N/A
org.mobicents.ussd	slee	7.0.41		N/A
org.mobicents.ussd	slee	7.0.42		N/A
org.mobicents.ussd	slee	7.0.43		N/A
org.mobicents.ussd	slee	7.0.44		N/A
org.mobicents.ussd	slee	7.0.45		N/A
org.mobicents.ussd	slee	7.0.46		N/A
org.mobicents.ussd	slee	7.0.47		N/A
org.mobicents.ussd	slee	7.0.48		N/A
org.mobicents.ussd	slee	7.0.49		N/A
org.mobicents.ussd	slee	7.0.50		N/A
org.mobicents.ussd	slee	7.0.51		N/A
org.mobicents.ussd	slee	7.0.52		N/A
org.mobicents.ussd	slee	7.0.53		N/A
org.mobicents.ussd	slee	7.0.54		N/A
org.mobicents.ussd	slee	7.0.55		N/A
org.mobicents.ussd	slee	7.1.0-54		N/A
org.mobicents.ussd	slee	7.1.0-96		N/A
org.mobicents.ussd	slee	7.1.56		N/A
org.mobicents.ussd	slee	7.1.57		N/A
org.mobicents.ussd	slee	7.1.58		N/A
org.mobicents.ussd	slee	7.1.59		N/A
org.mobicents.ussd	slee	7.1.60		N/A
org.mobicents.ussd	slee	7.1.61		N/A
org.mobicents.ussd	slee	7.1.62		N/A
org.mobicents.ussd	slee	7.1.63		N/A
org.mvnpm	twind	0.16.19		23362b0ead5520c3367b35eed44c2026f6c368ab
org.mvnpm	twind	1.0.7		04f745d58426ca934c6efb7ed0b94cd59c974a20
org.neo4j.gds	proc-gdse	1.3.0		b6da3a2f0a1054380aa48ca274c58289bae01015
org.neo4j.gds	proc-gdse	1.3.0-alpha01		6754aabf5d3426a0ca7a88b9bfdf2e04a94e9ae9
org.neo4j.gds	proc-gdse	1.3.0-alpha02		dcf1a83ca1aee943e9130928b204aed634c04918
org.neo4j.gds	proc-gdse	1.3.0-alpha03		8bf10e0d26f4d7edcc5e434934b7e95432926e1f
org.neo4j.gds	proc-gdse	1.3.1		e2f992f6dfeeb9d511acdda8fb7a6593c0fc86ac
org.neo4j.gds	proc-gdse	1.3.2		bfc0db61ae6124ed17ac2dc156bf341ed939c36a
org.neo4j.gds	proc-gdse	1.3.3		e91003ad309db0b6558dd1f2712c96c1ec535a9c
org.neo4j.gds	proc-gdse	1.3.4		44f5040abf7a4389e4e4d97b29521d0f0beacce9
org.neo4j.gds	proc-gdse	1.3.5		51b3b6aeecda9764d2cba97bbdfd5ec06db71fb9
org.neo4j.gds	proc-gdse	1.4.0		500e8e9f34d9160a4c49998b0c37e1b0fd0247bd
org.neo4j.gds	proc-gdse	1.4.0-alpha01		1f04e33d2ca9c8c635c9573e32a78e939cf6bdbc
org.neo4j.gds	proc-gdse	1.4.0-alpha02		48178e13861c5a849acce02813205f0816321f1c
org.neo4j.gds	proc-gdse	1.4.0-alpha03		fc041a07bd89d2822b7d4a2b295ce1bfd4c8009d
org.neo4j.gds	proc-gdse	1.4.0-alpha04		ed31b7f2d54b0d0b04af72925d74cd3051864cec
org.neo4j.gds	proc-gdse	1.4.0-alpha05		d56c50c0c32b72ffeee9f3f39481057e8aca377d
org.neo4j.gds	proc-gdse	1.4.0-alpha06		dc98e13d03d4bbc2dfe27d8d97c1fe7faea34ca5
org.neo4j.gds	proc-gdse	1.4.0-alpha07		b7a50f563f924b0e601f9da0f1dd0adaccc3a5d4
org.neo4j.gds	proc-gdse	1.4.0-alpha08		81a1ffbf9ce3e31ae39dc8bfd083ec5a178b6f2b
org.neo4j.gds	proc-gdse	1.4.0-alpha09		bc2ddd8562454c33074278e3437c29999fa503df
org.neo4j.gds	proc-gdse	1.4.1		b2db3c82d168f5eb6ff23f159153fe1b734ff643
org.neo4j.gds	proc-gdse	1.4.2		3fe3567a92b11505c617e5ede61311ccca900606
org.neo4j.gds	proc-gdse	1.5.0		4a7385c57c295e5b83395b94405a3e87c3c0282c
org.neo4j.gds	proc-gdse	1.5.0-alpha01		80e90a18dbbdf61fff0e5be5d48e0803eba6c907
org.neo4j.gds	proc-gdse	1.5.0-alpha02		047ecf70fa0e05cc4459b72bc67ac370db0dd321
org.neo4j.gds	proc-gdse	1.5.0-alpha03		38e73e04998b341b0e3181e73b717333b18313b7
org.neo4j.gds	proc-gdse	1.5.0-alpha04		238afe68c2ccfd0ecd10e3c7ac95375c6b9b1091
org.neo4j.gds	proc-gdse	1.5.1		e37920623ab7ecfa92bc459be9b895a8790d8810
org.neo4j.gds	proc-gdse	1.5.2		2bc8e7ec649911298d6de44f23eb0684ddb8b0f1
org.neo4j.gds	proc-gdse	1.6.0-alpha01		8abcef3621e932dec0fd3cf33ac8770754f4df71
org.neo4j.gds	proc-gdse	1.6.0-alpha02		19070e8a59f3d3b1fa215c73a5d6da684b6bec70
org.openrewrite	rewrite-yaml	2.1.0-rc.3		a52220a4dfc1a9f6d9fab4cc35c891af9148fea3
org.openrewrite	rewrite-yaml	2.2.0		534f08bb5c637e050020aa114f5fd838dfcf32db
org.openrewrite	rewrite-yaml	3.0.0		1516195596f635507a8496efac6c9c3a0cfda237
org.openrewrite	rewrite-yaml	3.0.1		a06dbf8d1b5c01be25e6d0b4c2dc445bdff05b21
org.openrewrite	rewrite-yaml	3.0.2		872516714fa2ea6b2095af47a535986e8671e7bd
org.openrewrite	rewrite-yaml	3.0.3		ebf9e26c698b3f77b9bdb0d7ba43541713927f43
org.openrewrite	rewrite-yaml	4.0.0		ce007f5207ab6b3eb7280332874516e2f41b44ce
org.openrewrite	rewrite-yaml	4.0.1		08211d0112fa149f02513dd679ee5637f2346149
org.openrewrite	rewrite-yaml	4.1.0		a14099851327ad3865ec0e3b3d0ee3092e937d7f
org.openrewrite	rewrite-yaml	4.1.1		d697d6f7f7e5b0649cbc9016622bb2e7c9f0ae87
org.openrewrite	rewrite-yaml	4.1.2		0f44b16dc0de835fb07d8c593501ec20ceb6ab20
org.openrewrite	rewrite-yaml	4.2.0		bef9613e9ac8ccf2ed77f1a59ae68c7c90b26173
org.openrewrite	rewrite-yaml	4.2.1		43c2a7bf863fbb7c65750598b896bff187b15dc8
org.openrewrite	rewrite-yaml	5.0.0		2af4c30d50181423998bcdda2b366591f6140a74
org.openrewrite	rewrite-yaml	5.1.0		b63afc4f36caff14d45ce52a59ba7b2817783328
org.openrewrite	rewrite-yaml	5.2.0		5d222e7abc3289aeb090460cd783f4bb11b3b587
org.openrewrite	rewrite-yaml	5.3.0		3ebfe56326d7e6361e66c159c57d94d0672f5fea
org.openrewrite	rewrite-yaml	5.3.1		610e6a59338f8f9c7256d8515bb258d85ca0ef4d
org.openrewrite	rewrite-yaml	5.4.0		16949186be71f475c17f7737962e0df666fd053a
org.openrewrite	rewrite-yaml	5.4.1		6050b8c8433eef36e21d254c52e9efd03189e40a
org.openrewrite	rewrite-yaml	5.4.2		d2e077abfd095de99547784d765bfc2683a20ad5
org.openrewrite	rewrite-yaml	5.4.3		b254206062362b8457adf71e6db80f49b0b80f4f
org.openrewrite	rewrite-yaml	5.4.4		e6d897006fc26255ab11ea54a59b08f47f516441
org.openrewrite	rewrite-yaml	5.5.0		eb8879c66ef4a6207ed55994589d3bd1509616c6
org.openrewrite	rewrite-yaml	5.5.1		5e18075696e19bc2c16d94a026c965eb382febd8
org.openrewrite	rewrite-yaml	5.5.2		bd1e53151645c48b132618762177d879e182c716
org.openrewrite	rewrite-yaml	5.5.3		2d58385b709d9e7f948f73f7df18092b37872fee
org.openrewrite	rewrite-yaml	5.5.4		7fc005e0615e2f8ff3d7b0581dac9c482d216b64
org.openrewrite	rewrite-yaml	6.0.0		1d21f99558908140d330c63432a8aafe9bd12b8f
org.openrewrite	rewrite-yaml	6.0.1		ec9355c3f7315878fce20cdcc1809006dbb0a298
org.openrewrite	rewrite-yaml	6.1.0		c2e08eb2ddc9d44310d44de83c9ed62b069d5d3e
org.openrewrite	rewrite-yaml	6.1.10		99a1639a2a48b7e29380d5a0122f70cad5025c2d
org.openrewrite	rewrite-yaml	6.1.11		925d4bf2dda458e48dd67e8dfa7b177917adeb39
org.openrewrite	rewrite-yaml	6.1.12		6c7f606131ef47af94ac614fb95db3a0a6b64636
org.openrewrite	rewrite-yaml	6.1.13		bdc3cc20b1e34e91de3ddc8e38ec1b35993c3571
org.openrewrite	rewrite-yaml	6.1.14		09115d20a529d0b56f339c063683ff65a76a9f8c
org.openrewrite	rewrite-yaml	6.1.15		03fab483bf14961476834be6046d68bc6da36627
org.openrewrite	rewrite-yaml	6.1.16		053d4dabf6d1aae0c318cb1febad9f4e78b52259
org.openrewrite	rewrite-yaml	6.1.17		a1124dd7a047a2fe6ee6bac315e2fd0049bf993b
org.openrewrite	rewrite-yaml	6.1.18		9a392db35b2e1b43030eccde163bf04e8caae390
org.openrewrite	rewrite-yaml	6.1.19		ef66d69594c1bbaa603a744f797bb9a86c9b14ce
org.openrewrite	rewrite-yaml	6.1.2		f26e4eba5c8df2373606f599d6e1f4a126a387aa
org.openrewrite	rewrite-yaml	6.1.20		73c3cb0ac583bbc4a1ac4572837391ecd4291d2f
org.openrewrite	rewrite-yaml	6.1.21		66460ff889c1b1bf8cbb6202bea6a14035020bd4
org.openrewrite	rewrite-yaml	6.1.3		c0ba0128d54279af669bba50f3bee701d2444d67
org.openrewrite	rewrite-yaml	6.1.5		12a4b36b3f7d7021b044348567de63c030538c5b
org.openrewrite	rewrite-yaml	6.1.6		fe1b6008e5f6abc570b381fc2b76bf5f3e9a5bac
org.openrewrite	rewrite-yaml	6.1.8		2e1ab35b623180775f835c61212ee6702c545c03
org.openrewrite	rewrite-yaml	7.0.0		1ce413d30198ccf0dca62ee9aa92af23f38293b7
org.openrewrite	rewrite-yaml	7.0.0-rc.3		85816c8326391065e6601b7964f8bb023d417f51
org.openrewrite	rewrite-yaml	7.0.0-rc.4		136cd78614fa278e232281af272f35ce69848899
org.openrewrite	rewrite-yaml	7.0.0-rc.5		4aa1e409d65d162950d2c50253d0345074f3935a
org.openrewrite	rewrite-yaml	7.0.0-rc.6		9183f1c369e4c244cea90fcdff805f775d99a583
org.openrewrite	rewrite-yaml	7.0.0-rc.7		ab0f2e201f0931ee8343e2643a7e38224bf767b5
org.openrewrite	rewrite-yaml	7.0.0-rc.8		df1d3b1898bd717d7e8247b23240c679cade3838
org.openrewrite	rewrite-yaml	7.0.0-rc.9		2169fc5e67ad9f95f1c77ef4082296bb08b84c8b
org.openrewrite	rewrite-yaml	7.0.1		169a9af6d0ff133971ba9d7ca23f96bc480f9034
org.openrewrite	rewrite-yaml	7.1.0		1010ae3bd1930243949533e3fc17b252b61dde45
org.openrewrite	rewrite-yaml	7.10.0		d358eb7314f18fcfc6ca58f57fb22b5a0f9a3999
org.openrewrite	rewrite-yaml	7.11.0		553aeaf7015abb4dbc49167968ef8230d374b663
org.openrewrite	rewrite-yaml	7.11.1		5c76fa801cfb6ca520687d3f7d04169691fea518
org.openrewrite	rewrite-yaml	7.11.1	noexamples	c229043b261f9edbf10ce501be03e6949bfdba98
org.openrewrite	rewrite-yaml	7.12.0		fae8e665eda9b5351304c04f2189eae5461151ec
org.openrewrite	rewrite-yaml	7.13.0		c05b75afaf7e5d2928bbacb85024ec1cdbe1ffe7
org.openrewrite	rewrite-yaml	7.14.0		4b010247da0f2625704954a296e3235de210c3b3
org.openrewrite	rewrite-yaml	7.15.0		b03181e2deb02463bacd691fbf8d1d99784e80d4
org.openrewrite	rewrite-yaml	7.15.1		f9973a6112a7e55e202c3f382a6a7455b69636b5
org.openrewrite	rewrite-yaml	7.16.0		d8bd7974df6d08bed572ce6f3ad7a38ee16680fa
org.openrewrite	rewrite-yaml	7.16.2		cc74805ec5c1921cc80739a867f08b72691b219a
org.openrewrite	rewrite-yaml	7.16.3		45cdb80455417764fb3b589bd7b08465e217e909
org.openrewrite	rewrite-yaml	7.17.0		f2feb775fa2ea4c78978158c883e4468d46f91d7
org.openrewrite	rewrite-yaml	7.17.1		c0522abbdc97ab1a6f330d465590f7933d5083e6
org.openrewrite	rewrite-yaml	7.17.2		37563f91e4e658e278bdb0bf1bdab16f994a7b03
org.openrewrite	rewrite-yaml	7.17.3		8d29259dcc90028212635fa908410350e2f93f15
org.openrewrite	rewrite-yaml	7.18.0		4f12af609434635b6da483aa8fa7d366b313ea1b
org.openrewrite	rewrite-yaml	7.18.1		fd4ae019125fe36f00a0252ef8159feff3d2af06
org.openrewrite	rewrite-yaml	7.18.2		67c23ede74ba1ef1a3aa5d50d6672f20b80a898c
org.openrewrite	rewrite-yaml	7.19.0		305c7be44cfd00dddc4097db48ab2113881d7c74
org.openrewrite	rewrite-yaml	7.2.0		b8ea3bed0c155e24d4df7967f412630153d28dee
org.openrewrite	rewrite-yaml	7.2.1		7bc90fed894d09ce5b17ff9e9a6e3122b7104923
org.openrewrite	rewrite-yaml	7.2.2		3c2b50fc06b32f11b85243529e4788173f27026c
org.openrewrite	rewrite-yaml	7.20.0		a33e68e8bd53b6a69e05b61c547a28bfb0981964
org.openrewrite	rewrite-yaml	7.21.0		2dfc6c327f268e358f0f668270ce686d92d6f7ef
org.openrewrite	rewrite-yaml	7.21.1		f2381956d88f42e8827ad8ada2276624c2d9c725
org.openrewrite	rewrite-yaml	7.21.3		039b29d32f95544b8ae3ba47ba82d9a7f0af27c6
org.openrewrite	rewrite-yaml	7.22.0		3c29efef031034b517242f15a067ea653f7c57f2
org.openrewrite	rewrite-yaml	7.23.0		df2ba79b0bd025a560d8f0ce469b693d5af55187
org.openrewrite	rewrite-yaml	7.24.0		a463e3c4e06330c7a153e85fd38b7958af1e6d3d
org.openrewrite	rewrite-yaml	7.24.1		6b0b1fabd0b8733f632857f18d3557562007229e
org.openrewrite	rewrite-yaml	7.24.2		6d4dfecd1b4ad49abe4f66cceaee424bddbe5238
org.openrewrite	rewrite-yaml	7.25.0		b479b85e41b28c53b22f0e388f556c256d2878c5
org.openrewrite	rewrite-yaml	7.26.0		c724da841cdbbb609fb0a7267822b6490f90be33
org.openrewrite	rewrite-yaml	7.26.1		6119ef12c724f9fa46ef8344094d39a3293f0e3a
org.openrewrite	rewrite-yaml	7.26.2		d1c317a3b8a1a71b0b5bc4f05766da4bee0177cc
org.openrewrite	rewrite-yaml	7.26.3		1e9b2d44cf2307caf110f79ba5c19e5baefb23e1
org.openrewrite	rewrite-yaml	7.27.0		43032a8d163f9ca3714404134dbf2b7769c81a4c
org.openrewrite	rewrite-yaml	7.27.1		16448bd4dac203f31abc9f13f8ccae7cf884218f
org.openrewrite	rewrite-yaml	7.27.2		6e42e249ab44f77aab0872cb68e3030aaa31573c
org.openrewrite	rewrite-yaml	7.27.3		7b03fe0ab188799acd07cf45d204ca1022ae84c5
org.openrewrite	rewrite-yaml	7.28.0		3faeaa7dd694fa689c30cb2416cdb47485b18d0e
org.openrewrite	rewrite-yaml	7.29.0		d118957b4e3cce92fc2081fe2ad165f286fab56f
org.openrewrite	rewrite-yaml	7.3.0		a3887d06475c10aeadc89448e875e4e5d3324480
org.openrewrite	rewrite-yaml	7.30.0		f014c7aadc163f4403ff92bf5e592e24cab4f03d
org.openrewrite	rewrite-yaml	7.30.1		4578e07676416f472ce53c338c70cbf391e17747
org.openrewrite	rewrite-yaml	7.31.0		d3bedff998bde72dcea027aa68d1fbbb249864be
org.openrewrite	rewrite-yaml	7.32.0		727be372f57e047b4f731f145a1f483da33309ec
org.openrewrite	rewrite-yaml	7.32.1		fd48082368b0157ee670bbd30fcbedbc92e46a1d
org.openrewrite	rewrite-yaml	7.33.0		c93f5b308137da26fabebcfc64cdd5b615ec0123
org.openrewrite	rewrite-yaml	7.34.0		10f1d4a4aed1ae3de6e94fb7cb9504b2b312c01b
org.openrewrite	rewrite-yaml	7.34.1		860b72b5bb85efd3afefbfe389699d01baf7f640
org.openrewrite	rewrite-yaml	7.34.2		3c745f5c31c80d95cb3d8fcdaa0daec9502e482c
org.openrewrite	rewrite-yaml	7.34.3		bd04a86fc4eafa1d80a4ac3587439dc712a353e5
org.openrewrite	rewrite-yaml	7.35.0		f11421eefa7c772cb274f7f429e2172523979274
org.openrewrite	rewrite-yaml	7.36.0		1ecc8c393ac298c6f4cb4a25baaa618bf438e6c4
org.openrewrite	rewrite-yaml	7.36.1		0a81c706ee0a4292207de048bb9d534994d66f7e
org.openrewrite	rewrite-yaml	7.37.0		65073e41c43cfc9e7d798a4fbb067ab7aa2e1272
org.openrewrite	rewrite-yaml	7.37.1		cb65b8215a55a2440d8ea20b805c5947d5627d77
org.openrewrite	rewrite-yaml	7.37.2		4559aa761ff4a70bd801da60a2777fb3680d9c91
org.openrewrite	rewrite-yaml	7.37.3		366935829345c70d520f369ceb1d0134ce78a6fa
org.openrewrite	rewrite-yaml	7.38.0		75ed0688e36637f385c920a3084e569b7c8693b0
org.openrewrite	rewrite-yaml	7.39.0		47dff646eb908ce44b9665fc9582fea195a8f5d8
org.openrewrite	rewrite-yaml	7.39.1		24f03e5f25ee4070eb7eef0a0eecea6c3959bd9b
org.openrewrite	rewrite-yaml	7.4.0		85c1fe3dfed772de4861cc286ac82f5e4c7ba72b
org.openrewrite	rewrite-yaml	7.40.0		d2b95fb1c8f331126314d3d5e53b4a738057c7f7
org.openrewrite	rewrite-yaml	7.40.1		bdea675e387b7b308bcc8578eabcf9a41858f89a
org.openrewrite	rewrite-yaml	7.40.2		ef8f568c53b6764b665a3a9052a5e6bb2ee498bf
org.openrewrite	rewrite-yaml	7.40.3		73315522bffec6d52308a1672dac120c658b58bc
org.openrewrite	rewrite-yaml	7.40.4		b02d5b662672ebc1fd1921a88893c4e0de199c5c
org.openrewrite	rewrite-yaml	7.40.5		8534967d18fd7a2ebb6206404291a92f18bea161
org.openrewrite	rewrite-yaml	7.40.6		a5c53ad252db2fd2eee40cd7a7d8adea6be52fd1
org.openrewrite	rewrite-yaml	7.40.7		9dc3a71760307c73bd70d4183090bdb00e83bedb
org.openrewrite	rewrite-yaml	7.40.8		3a470244930a947d109a8ff384cffb39d5b2e7ab
org.openrewrite	rewrite-yaml	7.5.0		bc5fea3d292ae5ceedd91b27b400c96bd433df47
org.openrewrite	rewrite-yaml	7.6.0		dc3b3929abe3749d4fa0d552f805464e1ec36954
org.openrewrite	rewrite-yaml	7.7.0		300c1b1da381fe598060d460d7c5a5abdb216a2d
org.openrewrite	rewrite-yaml	7.8.0		e1a5d806b046bf7fa85bc4b60e8e88fc55434643
org.openrewrite	rewrite-yaml	7.8.1		cded015daaeff0931c14229dd43236ca4468ce0b
org.openrewrite	rewrite-yaml	7.9.0		a82f0b1be35d538af4705299facce12d029c7aea
org.openrewrite	rewrite-yaml	8.0.0		c8633ed348486e0ce63f0bb36c5410344569d78a
org.openrewrite	rewrite-yaml	8.1.0		80ad011d7410ee121a551e1b85fea7d719612df1
org.openrewrite	rewrite-yaml	8.1.1		567c69e8fb9fb1acc0adb6a19a7eb82f883fb897
org.openrewrite	rewrite-yaml	8.1.10		12bd07c4d496c45153c1d3af0dced6e6bb24cdab
org.openrewrite	rewrite-yaml	8.1.11		f417796353361f9c3a2f2fc3bdf6de3123be92f4
org.openrewrite	rewrite-yaml	8.1.12		0e29f37e5a4dfc727229a1dc838b4f0a3e8087cc
org.openrewrite	rewrite-yaml	8.1.13		d1dfedaa027b058aba335c986270d7fbf438b858
org.openrewrite	rewrite-yaml	8.1.14		45e728d39065c83837e3444482908949b34ab64b
org.openrewrite	rewrite-yaml	8.1.15		42b54e8efd226ee8581a0ff1ef058c0119ca2cbb
org.openrewrite	rewrite-yaml	8.1.2		72c94b1819bdfcca918fa35da9abfff42699f9c5
org.openrewrite	rewrite-yaml	8.1.3		6f66c3c3d35318b52a4594a8a2566ae252e86f7e
org.openrewrite	rewrite-yaml	8.1.4		144f0491ae5ae7d46166895d0f70aa50b52561d5
org.openrewrite	rewrite-yaml	8.1.5		a930ced3089f72fe171abe5d89ee14e145acf346
org.openrewrite	rewrite-yaml	8.1.6		3a2577dc9549a904d54459ad839db96fa547b2d5
org.openrewrite	rewrite-yaml	8.1.7		a88704c9e561bae29e16f488e4f0556d289e6ea1
org.openrewrite	rewrite-yaml	8.1.8		2ee0e3659cb0d3acaa3f84bef1451a3daaf1a394
org.openrewrite	rewrite-yaml	8.1.9		74980866077b5392f739e30392088892e90dfd28
org.openrewrite	rewrite-yaml	8.10.0		10ef1579c19cda90a3d4abfaa7635a4047f23f90
org.openrewrite	rewrite-yaml	8.10.1		87e8301d5686320bcda9d7a1800cf15c430ab6ae
org.openrewrite	rewrite-yaml	8.11.0		be276516d974ea67928af7fdaa4651787ec7c74c
org.openrewrite	rewrite-yaml	8.11.1		4d47fc42cc824ccc8c8b06d13e6dd304cfe86fbb
org.openrewrite	rewrite-yaml	8.11.2		10895ff7ab2c408c43c016987f0a15f8e3a187b3
org.openrewrite	rewrite-yaml	8.11.3		fbc30cb89c6341262b4f91c2172e3af2c467927e
org.openrewrite	rewrite-yaml	8.11.4		dddb67e06c4d1bd0a44e1b2e1b814efd4fcccfa4
org.openrewrite	rewrite-yaml	8.11.5		516f5baebb01b26485c3cfbfbddb7aae686de906
org.openrewrite	rewrite-yaml	8.12.0		c2a6b9e56a187ed48169502d3846cff8a4c7e764
org.openrewrite	rewrite-yaml	8.13.0		65fc8dbc6ce15774b8aba2c5e893dff0b50871b4
org.openrewrite	rewrite-yaml	8.13.1		e22e3706e800413bc26a1b0190ea1ccd74932159
org.openrewrite	rewrite-yaml	8.13.2		f5ab7373b15a045b6ea76237ef2440ed00c0df7d
org.openrewrite	rewrite-yaml	8.13.3		b715d2b0127af0edfeb7d34430c6dfdfd57014b6
org.openrewrite	rewrite-yaml	8.13.4		4541c4a857739fc922980b920227efea5a607f85
org.openrewrite	rewrite-yaml	8.13.5		fc54ddec6a4154d9f987c873ab5a4b10f9842c66
org.openrewrite	rewrite-yaml	8.13.6		f863ea5ea3a9325e87efb001d824b3bd8ec427d0
org.openrewrite	rewrite-yaml	8.13.7		a316ce980f454636634384ac477ada88369ab803
