co.roverlabs	picasso	2.5.2		N/A
com.velocidi	apso-collections_2.13	0.16.8		89bb555429d9839d53528e7529032a86ba9dc468
com.velocidi	apso-collections_2.13	0.16.9		d0cfaac9a6d0cfad71f936538e16691db79c258d
com.velocidi	apso-collections_2.13	0.17.0		22c8350e71902808ac76551b34a85c5f059bdfcd
com.velocidi	apso-collections_2.13	0.18.0		8d2423c52a04a91c912e6ee70156ad5103a6b8e6
com.velocidi	apso-collections_2.13	0.18.1		cb92b75ef357e7d5d9099ec63d893615307c9b4e
com.velocidi	apso-collections_2.13	0.18.2		b0b31f52ab4d230cf3dcc55ece2f059b7b20a937
com.velocidi	apso-collections_2.13	0.18.3		217477c6a0c37f55d691465983976ebe7d52a01a
com.velocidi	apso-collections_2.13	0.18.4		1a70ffb2b3bba88d22a252f33cfebba2ff1c95d0
com.velocidi	apso-collections_2.13	0.18.5		a8b4378fe29e83f9140fdb7bb3f8f7739c83c653
com.velocidi	apso-collections_2.13	0.18.6		07d1faf652e60c72938021a611181c5bb8197dc0
com.velocidi	apso-collections_2.13	0.18.7		df60c4414721cdab7604fb9119cfb9744aa91594
com.velocidi	apso-collections_2.13	0.18.8		e13a5ba9231ff08b15666ed8436a28cf0654c1a0
com.velocidi	apso-collections_2.13	0.19.0		9d95ffd93ffc1381bf2806ba3b7823adffd015df
com.velocidi	apso-collections_2.13	0.19.1		96746a92526eb2f69bf9b840f203807a8b4bed89
com.velocidi	apso-collections_2.13	0.19.2		11df620a676b872ced75a5d1959ebb8daaf9b6f0
com.velocidi	apso-collections_2.13	0.19.3		8e708a428d4b4699e9822884b059acbf7315ce06
com.velocidi	apso-collections_2.13	0.19.4		2106d8344fae4049c2efbcec4a92e0f7c8552bd4
com.velocidi	apso-collections_2.13	0.19.5		5f792ba9991645d0a0d59f6aad207a6f96d9fb3d
com.velocidi	apso-collections_2.13	0.19.6		25ed72e347b184f844b7316f0317be7109fb9028
com.velocidi	apso-collections_2.13	0.19.7		2b860b9f2e1a3d0ff20a40e4dae9c076f78bf8ed
eu.timepit	refined-scalaz_2.13.0-RC3	0.9.7		de216a7729b898c2236b3b2386ed3079e198ade3
io.arkitik.ktx.radix	ktx-radix-development-shared	v1.3.0		5660714ea0498d92084d427399fb2976ed1df1ba
io.ckite	ckite	0.1.3		852a7755da25fa4fff5dc3fb686d510d8d632072
io.ckite	ckite	0.1.4		e169400cbb42fc8382c05127654ad72928932928
io.ckite	ckite	0.1.5		9d470fefd86a72daaf65affc298c59e76a1c9d72
io.ckite	ckite	0.1.6		1044a544acd2e321667027568a62cde15d08087d
io.github.copper-leaf	groovydoc-formatter	1.0.0		92ff6d2db182a604ed58fd2d88498d53b44caaf3
io.github.crispindeity	kotlin-snowflake	0.0.1		d0034340a71519dcf40fbec4ac90b0d41ce54f23
io.github.crispindeity	kotlin-snowflake	0.0.2		7034daf657f38a994d62e7c428d8466018d0a992
io.github.crispindeity	kotlin-snowflake	0.0.5		8ea81eeb2a512968ffecb7305874ee097d4b1621
io.github.esirotkin	statistics-collector-jdbc	1.0.0		5c324c6831982a6ad8fc94e8fae50f9141ef91ae
io.github.esirotkin	statistics-collector-jdbc	1.0.1		0268d7a272cfbca8178e101cccd567a2835c3497
io.github.esirotkin	statistics-collector-jdbc	1.0.2		4a1292bdd4dcb7c31f4a792e6bc810efd7ff5a4c
io.github.esirotkin	statistics-collector-jdbc	1.1.0		7ba3d14d333e346f05d3a3f7239e4f56c8a95890
io.github.esirotkin	statistics-collector-jdbc	1.1.1		6d86367f9a55246d11aa3afcc15bccb315ccf7f1
io.github.esirotkin	statistics-collector-jdbc	1.1.2		50af407f0b428ffd5ebd370aea7f3c17ff630799
io.github.esirotkin	statistics-collector-jdbc	1.1.3		7ac1d82c6f3541292e6eb8a4b4723aef9e2bf1dc
io.github.esirotkin	statistics-collector-jdbc	1.1.4		3eafa6fd4fcf7751f8d9392d947db094f17bafcf
io.github.esirotkin	statistics-collector-jdbc	1.1.5		6908371260500ec3ce0eda3f9b559d7b06e444e4
io.github.esirotkin	statistics-collector-jdbc	1.1.6		bb78048d5cb21b64068edfda20cf884fd8a86f5e
io.github.nomisrev	saga-js	0.0.1000		N/A
io.github.nomisrev	saga-js	0.0.999		N/A
io.github.pityka	pairwisealignment_3	2.2.4		4c99946fff3802c11bf0b6fd50b75875daa583b7
io.github.pityka	pairwisealignment_3	2.2.5		8a1c5ac7dfbba3d27ca7eac03daed9f0e547c204
io.github.pityka	pairwisealignment_3	2.2.6		b5838c388c2f1731b06128f040b2855976fb2566
io.github.pityka	pairwisealignment_3	2.2.7		9e3a9c5c81f96fc54a7033f4b53643b68a4ea90f
io.github.woody230.ktx	intl-jvm	4.0.1		db49274949544a6e7b2689aededd1204e1b910b9
io.github.woody230.ktx	intl-jvm	4.1.0		26b1911b7d8f6f89b89eefb1dd8e7a0f0bee5e79
io.github.woody230.ktx	intl-jvm	5.0.0		a4572c937e54c7701816cde26a94b4edb4a0659c
io.github.woody230.ktx	intl-jvm	6.0.0		8a3a399ea4a669362aee3deab23a3b31c716ce64
io.github.woody230.ktx	intl-jvm	6.1.0		8a3a399ea4a669362aee3deab23a3b31c716ce64
io.github.woody230.ktx	intl-jvm	6.2.0		74524492482cbf2c2151470b81c275f02cb49a6f
io.github.woody230.ktx	intl-jvm	6.3.0		74524492482cbf2c2151470b81c275f02cb49a6f
io.github.woody230.ktx	intl-jvm	6.4.0		74524492482cbf2c2151470b81c275f02cb49a6f
io.github.woody230.ktx	intl-jvm	6.5.0		74524492482cbf2c2151470b81c275f02cb49a6f
io.github.woody230.ktx	intl-jvm	6.6.0		74524492482cbf2c2151470b81c275f02cb49a6f
io.github.woody230.ktx	intl-jvm	7.0.0		74524492482cbf2c2151470b81c275f02cb49a6f
io.helidon.config	helidon-config-object-mapping	0.11.0		199ad8668c59103f272e2f6dd8f666bbbb772222
io.helidon.config	helidon-config-object-mapping	0.11.1		dd0e2ce128687822a9493853e048519455a3af43
io.helidon.config	helidon-config-object-mapping	1.0.0		336bfe5ea626eab3df2b8de71a308d69a5df5f1c
io.helidon.config	helidon-config-object-mapping	1.0.1		4ee09a9ec0ba4e4c0dcdefe54881bdaf83d1967c
io.helidon.config	helidon-config-object-mapping	1.0.2		caaeea35f26b5f795bf27e24d01f754abd05dac2
io.helidon.config	helidon-config-object-mapping	1.0.3		b49cd1dea4e092eaa81b5e791afe1a3f4516716f
io.helidon.config	helidon-config-object-mapping	1.1.0		76d42aaabecc2bc19c2f9b8174c2eb0f34a8fde4
io.helidon.config	helidon-config-object-mapping	1.1.1		7a6cf5933d67aa2fcae993da1f687b389375dbaa
io.helidon.config	helidon-config-object-mapping	1.1.2		b15c3c35584736a83b016e278420f13a22198816
io.helidon.config	helidon-config-object-mapping	1.2.0		97099d9f28d63aa03417d4d8ae6a2d1021334782
io.helidon.config	helidon-config-object-mapping	1.2.1		a757225f22d15bb36962611238edbe3ff3be3e2d
io.helidon.config	helidon-config-object-mapping	1.3.0		ca3ccd11c38eeccf64f26168a09075ba9ad12fa2
io.helidon.config	helidon-config-object-mapping	1.3.1		963a32ece449919e8296408db88431d6f26de5bd
io.helidon.config	helidon-config-object-mapping	1.4.0		38b88a82e3889ccf0ce547d0d8e06e33d17ce2dd
io.helidon.config	helidon-config-object-mapping	1.4.1		6e41a4eeb1cd9e830df5b52812ae77d816abb34e
io.helidon.config	helidon-config-object-mapping	1.4.10		c5cb3045f137ee4582b80c16d927386ff3496b3c
io.helidon.config	helidon-config-object-mapping	1.4.11		d5406015cf0e455db8c58879082968a61bdef4c1
io.helidon.config	helidon-config-object-mapping	1.4.12		1eab3c8b0ee7f4c8c383e10163ee383596611393
io.helidon.config	helidon-config-object-mapping	1.4.13		3650fec891c36e1415eef7d537f1ef9445d9bf54
io.helidon.config	helidon-config-object-mapping	1.4.14		5384850caf5e57eb3589a4622ec87e299b381e41
io.helidon.config	helidon-config-object-mapping	1.4.15		fddf7490a70664f03043b01402ec86f52e53562d
io.helidon.config	helidon-config-object-mapping	1.4.2		d0cb825b55f5b4926309fc36da4c9cb194cf0215
io.helidon.config	helidon-config-object-mapping	1.4.3		7c4cf9687c8bfad5ce746c403d3d13cc2452e1a1
io.helidon.config	helidon-config-object-mapping	1.4.4		4afb2ff2e597924d888e38ff04566923bc6d1361
io.helidon.config	helidon-config-object-mapping	1.4.5		3deb1532cada7f773aa48230c4df196045b64473
io.helidon.config	helidon-config-object-mapping	1.4.6		a4dd8c220c3e3a3c1f51fad80bd3e2b772c44b5c
io.helidon.config	helidon-config-object-mapping	1.4.7		65667878364f9fdb087616123e187da988afe724
io.helidon.config	helidon-config-object-mapping	1.4.8		c1379dd5483aed8f9c613a364aa7e7e87cb94dab
io.helidon.config	helidon-config-object-mapping	1.4.9		81a6f9cd2309aed95a5f32723ce06d6b264622cf
io.helidon.config	helidon-config-object-mapping	2.0.0		20df10ea47311862ef57efd210bf2c15a8553513
io.helidon.config	helidon-config-object-mapping	2.0.0-M1		b419204b59dbc05ee66e812bf702eb707a13fb2d
io.helidon.config	helidon-config-object-mapping	2.0.0-M2		ba9ab1aab858bf9e45d96fd377af099d6fc3def3
io.helidon.config	helidon-config-object-mapping	2.0.0-M3		ca05b154480c98c2e4eb0ba91c1095a8bb0b489b
io.helidon.config	helidon-config-object-mapping	2.0.0-M4		caf537f128c52943cb175a8b082618531d73d153
io.helidon.config	helidon-config-object-mapping	2.0.0-RC1		c2c6090f4319e9c8cbbb6c4d118f408c09418397
io.helidon.config	helidon-config-object-mapping	2.0.0-RC2		a755bb77755bc8952af6fb83083679dbcb952844
io.helidon.config	helidon-config-object-mapping	2.0.1		8cc85892342d465dee55c40eeb6a8f6f302a8739
io.helidon.config	helidon-config-object-mapping	2.0.2		c6942812dee0f746447f0c401d2f135d42c0e2be
io.helidon.config	helidon-config-object-mapping	2.1.0		d37f4b82efa481d0624b8b7d24188c2b54b4e0fd
io.helidon.config	helidon-config-object-mapping	2.2.0		18384fdf3434fa68ef95d6d3278c136ce9a6a9d2
io.helidon.config	helidon-config-object-mapping	2.2.1		04f8e9c39daadc175db83f6aa24b4e97991cc696
io.helidon.config	helidon-config-object-mapping	2.2.2		3657f55ca5165419f81a293910225dbe356a335d
io.helidon.config	helidon-config-object-mapping	2.3.0		df8986a25d55cf7ef9736da5f219f2ac69d000aa
io.helidon.config	helidon-config-object-mapping	2.3.1		942986ad9ffbadfd248efc350c79ba38df107d89
io.helidon.config	helidon-config-object-mapping	2.3.2		41db09e8b17bd4f8603624e2410562894b38da60
io.helidon.config	helidon-config-object-mapping	2.3.3		ed98bae9c782469e7db9f98cdd7b969fa5f4d301
io.helidon.config	helidon-config-object-mapping	2.3.4		4b916fa9dce03e57ffc0bc6cc8492f95a1d1d114
io.helidon.config	helidon-config-object-mapping	2.4.0		316e9b5343f9241aee4eae82eb27b42b58025a90
io.helidon.config	helidon-config-object-mapping	2.4.1		8cdb29e37d7192a6f5dce56f619f1de1bc954e62
io.helidon.config	helidon-config-object-mapping	2.4.2		4b6dc9787c279b3f63632773b21edff143539061
io.helidon.config	helidon-config-object-mapping	2.5.0		eab1b9d30fa4c91458be217b916779ba75628ea6
io.helidon.config	helidon-config-object-mapping	2.5.1		83cd4eeb0176fa98cbbb860a27fc4a0e5ccc4f48
io.helidon.config	helidon-config-object-mapping	2.5.2		2346b65ba2d0e4be2169923faa94380a4fcd3df0
io.helidon.config	helidon-config-object-mapping	2.5.3		f3306aca66af1eedbe2f9f3fe953f1f1cc1f253e
io.helidon.config	helidon-config-object-mapping	2.5.4		5f27bf56b42e242d6b60e90cb48f463e2ea3bd99
io.helidon.config	helidon-config-object-mapping	2.5.5		7fc12a40ad292d785b6b4a4b81a1c56fcb0b27bb
io.helidon.config	helidon-config-object-mapping	2.5.6		90eb1864c93c6c9dad2f31da56a1fcbb2a294a37
io.helidon.config	helidon-config-object-mapping	2.6.0		9b50d72a6022f53455a20143e5fa371ad1c1b3ed
io.helidon.config	helidon-config-object-mapping	2.6.1		f41bd0633261ae35f1433e37c1b56b15db74fbeb
io.helidon.config	helidon-config-object-mapping	2.6.10		b7eb4dd5adbfc05eaf9ef059951cf41e4471cb2c
io.helidon.config	helidon-config-object-mapping	2.6.11		505e925dfd04f993ba5939f46235f226599923bf
io.helidon.config	helidon-config-object-mapping	2.6.2		e6de78d465d8e59ce51d0e858ea024f08f82e0f5
io.helidon.config	helidon-config-object-mapping	2.6.3		380855b36f5f9af4a1d6e335856249a38bf5157e
io.helidon.config	helidon-config-object-mapping	2.6.4		03a0d9bc44afec9d7d2e30a1ad27c1fb5761fe35
io.helidon.config	helidon-config-object-mapping	2.6.5		e0e1bf0f52ac9b6e49f1e5584d56879e896c257c
io.helidon.config	helidon-config-object-mapping	2.6.6		7ee704bd678987d33764087da6e9344f3907f473
io.helidon.config	helidon-config-object-mapping	2.6.7		2a673aa2afcbafc7a6607f2d7d81057ddd983911
io.helidon.config	helidon-config-object-mapping	2.6.8		ddae666161b7befacbb879e172b5c5b741437258
io.helidon.config	helidon-config-object-mapping	2.6.9		cbb8f634e208641273da805dae2cb5d878b4618a
io.helidon.config	helidon-config-object-mapping	3.0.0		f49bbf87d033392b494facb1a14b5f0ea7a32dda
io.helidon.config	helidon-config-object-mapping	3.0.0-M1		0da713912d786de2ab40e4c7156c32c2a7377cc8
io.helidon.config	helidon-config-object-mapping	3.0.0-M2		ba3921e17d135543e77e43d0a8005dc493fe3098
io.helidon.config	helidon-config-object-mapping	3.0.0-RC1		0d60bf667a14846e6322024f233d8e0d593676f4
io.helidon.config	helidon-config-object-mapping	3.0.0-RC2		b70f158d4beb44c4023567d52e75361c594fa921
io.helidon.config	helidon-config-object-mapping	3.0.1		51e4a2960c730d1bf33f107ed1998f587eade138
io.helidon.config	helidon-config-object-mapping	3.0.2		968a5ef9fd9e3afeffac8f67929e8347888a8a5b
io.helidon.config	helidon-config-object-mapping	3.1.0		19c2a4384c5b11d767da9ca64e9f67f1a98b8efe
io.helidon.config	helidon-config-object-mapping	3.1.1		70a77c6b6a5efd8324499509260c8f497d3aff8d
io.helidon.config	helidon-config-object-mapping	3.1.2		8095cd2388f18644a9ffa17a3e6e7723becc2d00
io.helidon.config	helidon-config-object-mapping	3.2.0		00d626a8a63ffb07bbaf231fd0f6a3ec7ed5213b
io.helidon.config	helidon-config-object-mapping	3.2.1		3da508ce99d3de3c3eab2fd115133ca1de0ba967
io.helidon.config	helidon-config-object-mapping	3.2.10		1f7d5f7a58135590c624d93b8460949f55f4c814
io.helidon.config	helidon-config-object-mapping	3.2.11		a71e25e9cd4a03c24686348db507275b58f43b09
io.helidon.config	helidon-config-object-mapping	3.2.12		23a5109bab4e16f5d64bde8f5036ec7587e2b461
io.helidon.config	helidon-config-object-mapping	3.2.2		5a2f8014561b1fbe172ec2b7e2b15ca95f618cb1
io.helidon.config	helidon-config-object-mapping	3.2.3		8d8a7e17ea36a49c4349597d964d989970d70f91
io.helidon.config	helidon-config-object-mapping	3.2.4		41b858d12af3e1da44170d4c44ca0c433b78e54b
io.helidon.config	helidon-config-object-mapping	3.2.5		388f4f0769e4b6a462d94f073bc244066e56fd66
io.helidon.config	helidon-config-object-mapping	3.2.6		4700427b3400b7d6d0e30ecf02f8f0d54c745688
io.helidon.config	helidon-config-object-mapping	3.2.7		3e23d9a681caff0ec339fcc9271afb54109cc6ae
io.helidon.config	helidon-config-object-mapping	3.2.8		8321cff77a33d8e42c6400fa7ba9381803addee5
io.helidon.config	helidon-config-object-mapping	3.2.9		853523a8ed30dcc72447d779ed0c53d57b4d06e9
io.helidon.config	helidon-config-object-mapping	4.0.0		8319343f27d46ac714f650a5f87d0a00f81d4df1
io.helidon.config	helidon-config-object-mapping	4.0.0-ALPHA1		0d35d8e31ce4ab3299e14295038479ee13832f85
io.helidon.config	helidon-config-object-mapping	4.0.0-ALPHA2		4c38cf0b9f0a462301d2cce6ab9e512bb96d7f67
io.helidon.config	helidon-config-object-mapping	4.0.0-ALPHA3		9f9e5d1856be57a76185a5030122c1453c0fd4b0
io.helidon.config	helidon-config-object-mapping	4.0.0-ALPHA4		7d7893871616f8125dc2d8f022d43ed0bb6bd435
io.helidon.config	helidon-config-object-mapping	4.0.0-ALPHA5		646817603055dba415a943271aac17af3c8c4f6c
io.helidon.config	helidon-config-object-mapping	4.0.0-ALPHA6		e0e9ce5e62424114cb982933e9eae462d775876d
io.helidon.config	helidon-config-object-mapping	4.0.0-M1		fe6567fb0f771a1eceb53a374aa55469dc397c1a
io.helidon.config	helidon-config-object-mapping	4.0.0-M2		a258656664d93f43c9c6034fc38e2415e3e99444
io.helidon.config	helidon-config-object-mapping	4.0.0-RC1		e23e0bc483bc57fe48f1405baa52d957c55b6ddc
io.helidon.config	helidon-config-object-mapping	4.0.0-RC2		395e4cef0a0690602a8d315f9d4738a821b1abc7
io.helidon.config	helidon-config-object-mapping	4.0.1		55e36c73d649b666f8cd0f5bb85edcd59640bd68
io.helidon.config	helidon-config-object-mapping	4.0.10		1db0d13d71d475be86c848b2eba86a3f7f8e511c
io.helidon.config	helidon-config-object-mapping	4.0.11		06df910b4bc49abc38d2ca5b6bd7d9ea1df848e7
io.helidon.config	helidon-config-object-mapping	4.0.12		166b6198c96fdaa4fc4e6cf852741acc91b6acfa
io.helidon.config	helidon-config-object-mapping	4.0.2		856f6ad2fde7aa6065827dd692c90425fc9d9864
io.helidon.config	helidon-config-object-mapping	4.0.3		d6dfee35176ef2be9eaae8a46bea58e93dd2a3e2
io.helidon.config	helidon-config-object-mapping	4.0.4		e22f8ef5bafeafb89edbd9b7e63717a2017183f5
io.helidon.config	helidon-config-object-mapping	4.0.5		c44488b5c72300e5efe815faf4e28f1639821e8b
io.helidon.config	helidon-config-object-mapping	4.0.6		38de03d0b716d02127ea241d7683fe03f8424e49
io.helidon.config	helidon-config-object-mapping	4.0.7		81e85357c1b77ac1aa5a13cdb89971ca76c8cb02
io.helidon.config	helidon-config-object-mapping	4.0.8		90761a3ac4d939774b457a0b7b77259b6af21eb3
io.helidon.config	helidon-config-object-mapping	4.0.9		2ac06ae2f1683d50b1849473b09b6bd7b388f3c6
io.helidon.config	helidon-config-object-mapping	4.1.0		b0035ea4b60716b14f68f7b5eeb725da46ad0e41
io.helidon.config	helidon-config-object-mapping	4.1.1		1ec04e826b1dbc09163451aae9cf9b48e56148e5
io.helidon.config	helidon-config-object-mapping	4.1.2		62728cd9f71d2baa5de3b409724aa09afbcba8ca
io.helidon.config	helidon-config-object-mapping	4.1.3		f40a8d3804c3e3f6ca244bda324a5008d1bb9dfe
io.helidon.config	helidon-config-object-mapping	4.1.4		6f2bcbf1e7de64ca255230ff00da746f65324d02
io.helidon.config	helidon-config-object-mapping	4.1.5		9f3660044f03a883ffb452f1a43969e84719d46d
io.helidon.config	helidon-config-object-mapping	4.1.6		47a08a4b44939ed0eb0e3369d261210ff3c4b5ab
io.helidon.config	helidon-config-object-mapping	4.1.7		3664c1eb6f736e6d697372ac4190fafc83ef6ffa
io.helidon.config	helidon-config-object-mapping	4.2.0		924b432cdcf47b5be66805a1c9c57b3f20991098
io.helidon.config	helidon-config-object-mapping	4.2.1		89abfdfeaa0d01e53c20db1f617df7e11df6842e
io.matthewnelson.kotlin-components	build-configuration-watchossimulatorarm64	3.0.2		N/A
io.matthewnelson.kotlin-components	build-configuration-watchossimulatorarm64	3.0.2	metadata	b76958187e132425e4c6e5f71dee001f54f54a7f
io.matthewnelson.kotlin-components	build-configuration-watchossimulatorarm64	3.0.3		N/A
io.matthewnelson.kotlin-components	build-configuration-watchossimulatorarm64	3.0.3	metadata	49e82ac2b2f5103c6fc25ac0e7e790d91c6ecd74
io.matthewnelson.kotlin-components	build-configuration-watchossimulatorarm64	3.0.4		N/A
io.matthewnelson.kotlin-components	build-configuration-watchossimulatorarm64	3.0.4	metadata	ae534d720abe2f8fc3f71b50d45447811e5cc459
io.matthewnelson.kotlin-components	build-configuration-watchossimulatorarm64	3.0.5		N/A
io.matthewnelson.kotlin-components	build-configuration-watchossimulatorarm64	3.0.5	metadata	7d41ac367bd4379ce3ebcf1de099967a9d2dbc1c
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	3.0.0		cac94a81cce63ee6d0152462c9934ff237d4f534
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	3.0.0-M10		084dfe0b422d1cdeea6a8ca4684618f9e83a1c68
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	3.0.0-M11		8e10c83842465c9611867b421ee12d0f5c2bdeb2
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	3.0.0-M12		8a6c196544b61aeddf635c3a2096c3e620630237
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	3.0.0-M13		d41131669cdf8cfaa600308e3ad2f9e61e7b3093
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	3.0.0-M14		2f4e55352ab1d45beede3327d946739ff479f97a
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	3.0.0-M3		39b3dc81db43b3f05bd2f2bd294d1d29c49077c7
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	3.0.0-M4		049248a53bd2a183afc76afd1e50b8e8463576a6
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	3.0.0-M5		a3a351e4ec31679b68f50d2ec4a411e840f86a25
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	3.0.0-M6		abeac00fca5060afebe5e7269d7470c3924419f1
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	3.0.0-M7		3a3bfb53bde834e09309831790a5b7177f3949fb
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	3.0.0-M8		46bc4932d718c8922c07681a0e7652e98af65ce3
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	3.0.0-M9		9eb4fc00b5d6488e2fbdc9a5f9de6a54affcefd2
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	3.0.1		0faef26c812898f90f1d03685efa45ba67662f18
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	3.0.2		13a247b37837d930c7b3a184cf4df76635602351
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	3.0.3		1a30539b1ddebf4cfbf84992a2e8bdd5194b18e0
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	3.0.4		5cf91ca8c3a05d89583eb02ba817e5b56751354b
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	3.0.5		a2259b316db96b4c8314de54a0cca906de14c656
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	3.0.6		200f241fbc3aa8f6cc3f9b8542189e9c89d960d3
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	3.0.7		fd5e92b537cf14cd33e6e5543fb1dc5892241a57
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	3.1.0		b673adbc47c9424229cec076ebc13522a128baa2
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	3.2.0		6a4ed9e7b4846e405c552c1da16f5becea453414
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	3.3.0		16fda9756da3457ca2f6732f2b37387a49744393
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	3.4.0		48acb79ad2f0c9ea059b1bbea521259977ef0d2c
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	3.5.0		90aa0a448ad54a7a2bee66b5c959e3e9826b2855
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	3.5.1		8318e50196c9a57a126781cc8a0e4366a2db3354
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	3.6.0		f223cd8a564eeaf5812cc6486d2252d24d50121e
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	3.6.1		a6bf546be71e74b367a2d0efc839bc69cc16ea0e
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	3.6.2		e193882a8d829ad7515272c59dea9ccb89fb6e9b
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	3.7.0		292cad625330afb6258d266f356b08e6d36cc8e1
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	3.7.1		8cd947d2f42efe23c5301c93076e8629af0f9c3f
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	3.7.2		a27d7d8c8af609fe208ffd634cc811857cbefc46
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	3.8.0		5d1e94ebb86594262970c105cd0104b0948d1f9e
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	3.9.0		1bab8783a23bbd0ea7095f8170d895c81c3b0f83
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	3.9.1		b52cf1fb764577574d3434e5606048abbfcb7c8e
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	4.0.0		1966701a13df5235387719af5b21783eb171ed35
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	4.1.0		83f512c63cab2c9197545b3f0101f6ba22f2d5a9
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	4.1.1		d9af2f485c475b7be8be2a7f75df05b2ca1e828f
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	4.2.0		68ad7777541c6dc38c60cfeb1f0d49ec7cebe72f
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	4.2.1		0e683ff2932379e3a1121fa5d6782bc7f3a2c5dc
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	4.3.0		7b750272766abd8c8357727cf0408396b18fb7a7
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	4.3.1		1cfac6ecb40f426ca4f381d7d6a028793237758e
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-oce	4.3.10		8b6deb7c18d0f21676c4b994ae72775da3f9bc95
