br.com.devsrsouza.compose.icons	line-awesome-wasm-js	1.1.1		N/A
org.ow2.jonas	jonas-service-manager	5.3.0-M1	ipojo	f9db0e4833e140e23afdeb63ebf6bf5bdd77bb05
org.ow2.jonas	jonas-service-manager	5.3.0-M2		8737fef2652c6b5c0f1c2206a79551635e744854
org.ow2.jonas	jonas-service-manager	5.3.0-M2	ipojo	f6972a1d4340b1abe01fc644c1d1cd97b55cd976
org.ow2.jonas	jonas-service-manager	5.3.0-M3		1cd09e787b5bdd5dc6d3d98fe4f99da8bba77e66
org.ow2.jonas	jonas-service-manager	5.3.0-M3	ipojo	8ed0ea2772d32b3e362c5f8bec3bc322b7e2cdd8
org.ow2.jonas	jonas-service-manager	5.3.0-M4		e39cc1aa5157e4fb9254156a950b322de8db5476
org.ow2.jonas	jonas-service-manager	5.3.0-M4	ipojo	1fce6af84784f2a952a0b48aed7f112868c33ad7
org.ow2.jonas	jonas-service-manager	5.3.0-M5		f8773a7932a51940ce60c49b6a951093dde4fcf2
org.ow2.jonas	jonas-service-manager	5.3.0-M5	ipojo	96c8740b12a8d5d75bfee9c76c2249ca73e9c6b1
org.ow2.jonas	jonas-service-manager	5.3.0-M6		67808afe2d9ee6707fa2de21ecbd43fe622d6924
org.ow2.jonas	jonas-service-manager	5.3.0-M6	ipojo	9699c826049e432e0ef0f92b295358e8cb628e2b
org.ow2.jonas	jonas-service-manager	5.3.0-M7		d95778b0614422216dcf3e1ce4f049febb70e05a
org.ow2.jonas	jonas-service-manager	5.3.0-RC1		80ae1b0e374b11826bc94a48488b515793534ac8
org.projectnessie	nessie-versioned-persist-serialize-proto	0.22.0		f976cb7bd8d97fac58f41cf343a68c33f724ca8e
org.projectnessie	nessie-versioned-persist-serialize-proto	0.23.0		176d99399cc19f55220f430fd9046725a09d8b83
org.projectnessie	nessie-versioned-persist-serialize-proto	0.23.1		5a21d7b412eb01805ea3406eab4c5f4209683f76
org.projectnessie	nessie-versioned-persist-serialize-proto	0.24.0		ba49d015474abdb392345f59cc8a454de44465d8
org.projectnessie	nessie-versioned-persist-serialize-proto	0.25.0		2ab48b7315c180d36250c37466fc26279ea21f0b
org.projectnessie	nessie-versioned-persist-serialize-proto	0.26.0		ad1354cf51b11d7fd67e94a22e91ce0eb68c03ca
org.projectnessie	nessie-versioned-persist-serialize-proto	0.27.0		f58b0ddac623c315e09ecd24640e3e86320a04b5
org.projectnessie	nessie-versioned-persist-serialize-proto	0.28.0		dc5696a60a054a5b1bfbc60d43e760ca39164f1d
org.projectnessie	nessie-versioned-persist-serialize-proto	0.29.0		2712e3f8a92c5e7963b81220b0ca408349e75dc3
org.projectnessie	nessie-versioned-persist-serialize-proto	0.30.0		477cecd68e17aa15a1cdeb2f68c934150445294c
org.projectnessie	nessie-versioned-persist-serialize-proto	0.40.0		bca0cc588e8b9889e10b50bf08fde50ba12f5f18
org.projectnessie	nessie-versioned-persist-serialize-proto	0.40.1		e369363eb5ec345addc58332d6997575a61737a6
org.projectnessie	nessie-versioned-persist-serialize-proto	0.40.2		e7651dee48bce399ed432536ffb83799f10f1980
org.projectnessie	nessie-versioned-persist-serialize-proto	0.40.3		2694278a3b12213d15bd3715ef1989d0c9e8647f
org.projectnessie	nessie-versioned-persist-serialize-proto	0.41.0		9cf1735c1f7f3d3d613a2e4eb6ad24b622f7fccc
org.projectnessie	nessie-versioned-persist-serialize-proto	0.42.0		b8f1963c8681ebb290db785e2dacf054f897b1a7
org.projectnessie	nessie-versioned-persist-serialize-proto	0.43.0		390b5b7f019ebb5a91c049780b80d5080026265a
org.projectnessie	nessie-versioned-persist-serialize-proto	0.44.0		e599926b7c76bb38d65d9e7859fcfd344c870848
org.projectnessie	nessie-versioned-persist-serialize-proto	0.45.0		13d455cd8bb95eaa56fd63e1aeac41ed789f96b2
org.projectnessie	nessie-versioned-persist-serialize-proto	0.46.0		00c1f4e42407dd56fdf0145368dc653bb2f04d9c
org.projectnessie	nessie-versioned-persist-serialize-proto	0.46.2		e891f97c9cb3e306cb720032e579ee40fd4f4166
org.projectnessie	nessie-versioned-persist-serialize-proto	0.46.3		29f8ef04140efc497c12e26a028092306b2ef35e
org.projectnessie	nessie-versioned-persist-serialize-proto	0.46.5		135e1a4b14464f9b42282d2083ab16eff667b6df
org.projectnessie	nessie-versioned-persist-serialize-proto	0.46.7		65333e93916fecdfb46549ad8e2a721428d3fb9d
org.projectnessie	nessie-versioned-persist-serialize-proto	0.47.0		44bde3111a6628a333fbc61e328f224d440663f3
org.projectnessie	nessie-versioned-persist-serialize-proto	0.47.1		08f846e5753ff0757fcf7a83b3475e487b08e58e
org.projectnessie	nessie-versioned-persist-serialize-proto	0.48.0		98c65fd247eed643020b64bc95bc7ebb648a6bea
org.projectnessie	nessie-versioned-persist-serialize-proto	0.48.1		bd56bde5b5a7a5420e8e07ecb340fd180e454415
org.projectnessie	nessie-versioned-persist-serialize-proto	0.48.2		d470fb3efbb4c11241a0621ee74ad97c47752abd
org.projectnessie	nessie-versioned-persist-serialize-proto	0.49.0		a038838a56f4d84384c0417602e19b5fecb30223
org.projectnessie	nessie-versioned-persist-serialize-proto	0.50.0		1067117e57bf935061bb2e39b8c4e4e109e93983
org.projectnessie	nessie-versioned-persist-serialize-proto	0.51.1		N/A
org.projectnessie	nessie-versioned-persist-serialize-proto	0.52.0		N/A
org.projectnessie	nessie-versioned-persist-serialize-proto	0.52.1		N/A
org.projectnessie	nessie-versioned-persist-serialize-proto	0.52.3		N/A
org.projectnessie	nessie-versioned-persist-serialize-proto	0.53.0		N/A
org.projectnessie	nessie-versioned-persist-serialize-proto	0.53.1		N/A
org.projectnessie	nessie-versioned-persist-serialize-proto	0.54.0		N/A
org.projectnessie	nessie-versioned-persist-serialize-proto	0.55.0		N/A
org.projectnessie	nessie-versioned-persist-serialize-proto	0.56.0		N/A
org.projectnessie	nessie-versioned-persist-serialize-proto	0.57.0		N/A
org.projectnessie	nessie-versioned-persist-serialize-proto	0.58.0		N/A
org.projectnessie	nessie-versioned-persist-serialize-proto	0.58.1		N/A
org.projectnessie	nessie-versioned-persist-serialize-proto	0.59.0		N/A
org.scalamolecule	molecule-sql-mariadb_3	0.10.0		33b434083f4436aee7bbd690fa9a52448ad3b35f
org.scalamolecule	molecule-sql-mariadb_3	0.10.1		825c8d691b98c9c0a26b233624cb8a1cc41b496f
org.scalamolecule	molecule-sql-mariadb_3	0.11.0		894841d1c4d7285419abb5dfed9a99978f865c3d
org.scalamolecule	molecule-sql-mariadb_3	0.12.0		c250bf26a8e5d8c7892620362404463460cf8524
org.scalamolecule	molecule-sql-mariadb_3	0.12.1		6422277c400a1825bf653f4ad97f38e9c8b75baa
org.scalamolecule	molecule-sql-mariadb_3	0.13.0		96c407e112857e14ada8426822aa3c151a0dc36e
org.scalamolecule	molecule-sql-mariadb_3	0.14.0		1fd02cd33836211e57c64ef26f91552fb3d860ab
org.scalamolecule	molecule-sql-mariadb_3	0.14.1		e659a17ccf7b3da9c3c98269c9c73b7aaa9d7b04
org.scalamolecule	molecule-sql-mariadb_3	0.15.0		96243c442f0c09aba681ac3c715bd2f34a73c999
org.scalamolecule	molecule-sql-mariadb_3	0.15.1		bd1ac123c5ed46900f152503d7de9bca4462b764
org.scalamolecule	molecule-sql-mariadb_3	0.15.2		6e12ad4d2938776182f2ed5fc0fa7b42d96852a9
org.scalamolecule	molecule-sql-mariadb_3	0.16.0		9f0f2ac063fede16f6866e3d8cba4c0d99c355f8
org.scalamolecule	molecule-sql-mariadb_3	0.17.0		b9ca94b03ba12a67bf01e1cfb0b13aa96d7c5121
org.scalamolecule	molecule-sql-mariadb_3	0.18.0		bf8ed18dffe03c9fd37d73a2d66591390c578441
org.scalamolecule	molecule-sql-mariadb_3	0.5.0		80bb96023ff14f4e7cbed29967f60e77f6113516
org.scalamolecule	molecule-sql-mariadb_3	0.5.1		958381fa16069b17024d1cfab69f76bd7fef15d0
org.scalamolecule	molecule-sql-mariadb_3	0.6.0		a63e7584755072fdff25cba24439a7475af654bd
org.scalamolecule	molecule-sql-mariadb_3	0.7.0		4a82988db64676a611513d7c07e764831e37dd43
org.scalamolecule	molecule-sql-mariadb_3	0.8.0		dda335c574bd9f35d1d76e9917ed181822494824
org.scalamolecule	molecule-sql-mariadb_3	0.9.0		83f49973c0b9174c3a091d76f395b5daef2e8ab0
org.scalamolecule	molecule-sql-mariadb_3	0.9.1		1ad709973999308738ba1cf5c5dfee1e67f41125
org.webjars.bower	webcomponents.js	0.6.1		26f19a085c28af2c2c316bf6701049c29ffa9553
org.webjars.bower	webcomponents.js	0.7.21		4e002e302cf3973896166a8b94b48fd548c7eeb4
org.webjars.bower	webcomponents.js	0.7.22		9afb5632d3781bb12f103df6e656fcb3e1fa111d
org.webjars.bower	webcomponents.js	0.7.9		e62675b46f45594a0f34491cc1373612e85c22c2
org.webjars.bowergithub.fabbricadigitale	paper-chip	1.0.0		1ed7a979219c419f2ff75170985080f15cd9af76
org.webjars.bowergithub.fabbricadigitale	paper-chip	1.1.0		fe528c75bb3eb612cc98bcfc67ba60c21c97f60e
org.webjars.npm	aws-sdk__middleware-logger	3.110.0		8f57183f2f60e14993a3c780b3017f8328a5ba1e
org.webjars.npm	aws-sdk__middleware-logger	3.190.0		71021cea8ad401cab49c1537dcb1dde8af261d92
org.webjars.npm	aws-sdk__middleware-logger	3.451.0		4778a6080b38f8381f961b7e8b73b406db879467
org.webjars.npm	aws-sdk__middleware-logger	3.6.1		97628bb5b334bb5ac68f9b6e3988df9af04831fe
org.webjars.npm	google-caja-sanitizer	1.0.4		663f8500bcb7f43a0708b43c1cfef541a139faf8
org.webjars.npm	jest-puppeteer	4.4.0		cd16ded9f03e30f5f10394d8ff3c6658fb2a7fe8
org.wso2.orbit.javax.transaction	jta	1.1.0.wso2v1		66528263ef8e930680c7cd8fc280847623f17764
org.wuwz	ExcelKit	1.0		daa2f67647588e378a71a13c402ee43084b293f9
org.wuwz	ExcelKit	1.1		cac331c93f57d245eadd8d0be0c29965f3300f02
org.wuwz	ExcelKit	2.0		7718e35cd9363634ee8d2f6104ebf209c34302e5
org.wuwz	ExcelKit	2.0.1		efb0d1b50662db0ef4112b1bca3a771f300460f3
org.wuwz	ExcelKit	2.0.2		a4ae1d7a0808ed06026b919eb73586ba82d4ba5a
org.wuwz	ExcelKit	2.0.2.1		864f7834047c63305d72609e4024658376042eac
org.zalando.stups	multi-parent	0.0.1		N/A
pl.tlinkowski.unij	pl.tlinkowski.unij.service.misc.jdk11	0.1.1		01219fc9f9f8b78e52d163d655042a0bdfe78a9e
pl.tlinkowski.unij	pl.tlinkowski.unij.service.misc.jdk11	0.1.3		735312ceb79cf222c056e54c165d2a4accfc7ed1
run.mone	ozhera-demo-server-api	1.0.0		faccb2a35d18bc27f0575f1cdb71baba340dce7d
run.mone	ozhera-demo-server-api	1.0.1-jdk21		27c567483f0ef85371756de5d35c353a3f7c0a86
run.mone	ozhera-demo-server-api	1.0.2-jdk21		a46d6577e90c88e78d949c4bd167814492a5df7d
tz.co.asoft	logging-core-android	0.0.1		N/A
